"","mp.top.term","MGI.ID","MP.ID","MP.Term","mp.description","TS28.mutant.expression.detected","hp.top.term","HPO.superclass.description","mp.top.description"
"292","MP:0005371","MGI:88452","MP:0002764","short tibia","limbs/digits/tail phenotype","Yes","HP:0040064","Abnormality of limbs","limbs/digits/tail phenotype"
"293","MP:0005371","MGI:103580","MP:0013164","abnormal forelimb bud morphology","limbs/digits/tail phenotype","Yes","HP:0040064","Abnormality of limbs","limbs/digits/tail phenotype"
"294","MP:0005371","MGI:88452","MP:0008163","increased diameter of ulna","limbs/digits/tail phenotype","Yes","HP:0040064","Abnormality of limbs","limbs/digits/tail phenotype"
"295","MP:0005371","MGI:95524","MP:0004348","long femur","limbs/digits/tail phenotype","Yes","HP:0040064","Abnormality of limbs","limbs/digits/tail phenotype"
"296","MP:0005371","MGI:103580","MP:0005650","abnormal limb bud morphology","limbs/digits/tail phenotype","Yes","HP:0040064","Abnormality of limbs","limbs/digits/tail phenotype"
"297","MP:0005371","MGI:88452","MP:0000547","short limbs","limbs/digits/tail phenotype","Yes","HP:0040064","Abnormality of limbs","limbs/digits/tail phenotype"
"298","MP:0005371","MGI:1339758","MP:0002109","abnormal limb morphology","limbs/digits/tail phenotype","Yes","HP:0040064","Abnormality of limbs","limbs/digits/tail phenotype"
"299","MP:0005371","MGI:88452","MP:0004359","short ulna","limbs/digits/tail phenotype","Yes","HP:0040064","Abnormality of limbs","limbs/digits/tail phenotype"
"300","MP:0005371","MGI:1096359","MP:0000585","kinked tail","limbs/digits/tail phenotype","Yes","HP:0040064","Abnormality of limbs","limbs/digits/tail phenotype"
"301","MP:0005371","MGI:95524","MP:0008158","increased diameter of femur","limbs/digits/tail phenotype","Yes","HP:0040064","Abnormality of limbs","limbs/digits/tail phenotype"
"302","MP:0005371","MGI:95729","MP:0002110","abnormal digit morphology","limbs/digits/tail phenotype","Yes","HP:0040064","Abnormality of limbs","limbs/digits/tail phenotype"
"303","MP:0005371","MGI:1339753","MP:0000559","abnormal femur morphology","limbs/digits/tail phenotype","Yes","HP:0040064","Abnormality of limbs","limbs/digits/tail phenotype"
"304","MP:0005371","MGI:88452","MP:0008161","increased diameter of radius","limbs/digits/tail phenotype","Yes","HP:0040064","Abnormality of limbs","limbs/digits/tail phenotype"
"305","MP:0005371","MGI:96172","MP:0003857","abnormal hindlimb zeugopod morphology","limbs/digits/tail phenotype","Yes","HP:0040064","Abnormality of limbs","limbs/digits/tail phenotype"
"306","MP:0005371","MGI:95524","MP:0003109","short femur","limbs/digits/tail phenotype","Yes","HP:0040064","Abnormality of limbs","limbs/digits/tail phenotype"
"307","MP:0005371","MGI:88467","MP:0008152","decreased diameter of femur","limbs/digits/tail phenotype","Yes","HP:0040064","Abnormality of limbs","limbs/digits/tail phenotype"
"308","MP:0005371","MGI:95729","MP:0000556","abnormal hindlimb morphology","limbs/digits/tail phenotype","Yes","HP:0040064","Abnormality of limbs","limbs/digits/tail phenotype"
"309","MP:0005371","MGI:88452","MP:0004355","short radius","limbs/digits/tail phenotype","Yes","HP:0040064","Abnormality of limbs","limbs/digits/tail phenotype"
"310","MP:0005371","MGI:1096359","MP:0003456","absent tail","limbs/digits/tail phenotype","Yes","HP:0040064","Abnormality of limbs","limbs/digits/tail phenotype"
"311","MP:0005371","MGI:95462","MP:0000550","abnormal forelimb morphology","limbs/digits/tail phenotype","Yes","HP:0040064","Abnormality of limbs","limbs/digits/tail phenotype"
"312","MP:0005371","MGI:95389","MP:0001679","thin apical ectodermal ridge","limbs/digits/tail phenotype","Yes","HP:0040064","Abnormality of limbs","limbs/digits/tail phenotype"
"313","MP:0005371","MGI:88452","MP:0003109","short femur","limbs/digits/tail phenotype","Yes","HP:0040064","Abnormality of limbs","limbs/digits/tail phenotype"
"314","MP:0005371","MGI:103302","MP:0000585","kinked tail","limbs/digits/tail phenotype","Yes","HP:0040064","Abnormality of limbs","limbs/digits/tail phenotype"
"315","MP:0005371","MGI:95524","MP:0000559","abnormal femur morphology","limbs/digits/tail phenotype","Yes","HP:0040064","Abnormality of limbs","limbs/digits/tail phenotype"
"316","MP:0005371","MGI:88452","MP:0008160","increased diameter of humerus","limbs/digits/tail phenotype","Yes","HP:0040064","Abnormality of limbs","limbs/digits/tail phenotype"
"317","MP:0005371","MGI:1339753","MP:0000558","abnormal tibia morphology","limbs/digits/tail phenotype","Yes","HP:0040064","Abnormality of limbs","limbs/digits/tail phenotype"
"318","MP:0005371","MGI:96172","MP:0003855","abnormal forelimb zeugopod morphology","limbs/digits/tail phenotype","Yes","HP:0040064","Abnormality of limbs","limbs/digits/tail phenotype"
"319","MP:0005371","MGI:87883","MP:0000558","abnormal tibia morphology","limbs/digits/tail phenotype","Yes","HP:0040064","Abnormality of limbs","limbs/digits/tail phenotype"
"320","MP:0005371","MGI:88452","MP:0002544","brachydactyly","limbs/digits/tail phenotype","Yes","HP:0040064","Abnormality of limbs","limbs/digits/tail phenotype"
"321","MP:0005371","MGI:96173","MP:0000572","abnormal autopod morphology","limbs/digits/tail phenotype","Yes","HP:0040064","Abnormality of limbs","limbs/digits/tail phenotype"
"322","MP:0005371","MGI:95389","MP:0001676","abnormal apical ectodermal ridge morphology","limbs/digits/tail phenotype","Yes","HP:0040064","Abnormality of limbs","limbs/digits/tail phenotype"
"323","MP:0005371","MGI:1339758","MP:0000547","short limbs","limbs/digits/tail phenotype","Yes","HP:0040064","Abnormality of limbs","limbs/digits/tail phenotype"
"324","MP:0005371","MGI:88452","MP:0008162","increased diameter of tibia","limbs/digits/tail phenotype","Yes","HP:0040064","Abnormality of limbs","limbs/digits/tail phenotype"
"325","MP:0005375","MGI:99480","MP:0001780","decreased brown adipose tissue amount","adipose tissue phenotype","Yes","HP:0003549","Abnormality of connective tissue","adipose tissue phenotype"
"326","MP:0005375","MGI:99480","MP:0002971","abnormal brown adipose tissue morphology","adipose tissue phenotype","Yes","HP:0003549","Abnormality of connective tissue","adipose tissue phenotype"
"327","MP:0005375","MGI:1270845","MP:0014169","decreased brown adipose tissue mass","adipose tissue phenotype","Yes","HP:0003549","Abnormality of connective tissue","adipose tissue phenotype"
"328","MP:0005375","MGI:1352467","MP:0009296","increased mammary fat pad weight","adipose tissue phenotype","Yes","HP:0003549","Abnormality of connective tissue","adipose tissue phenotype"
"329","MP:0005375","MGI:103573","MP:0002971","abnormal brown adipose tissue morphology","adipose tissue phenotype","Yes","HP:0003549","Abnormality of connective tissue","adipose tissue phenotype"
"330","MP:0005375","MGI:99480","MP:0000005","increased brown adipose tissue amount","adipose tissue phenotype","Yes","HP:0003549","Abnormality of connective tissue","adipose tissue phenotype"
"331","MP:0005376","MGI:96537","MP:0009355","increased liver triglyceride level","homeostasis/metabolism phenotype","Yes","HP:0001939","Abnormality of metabolism/homeostasis","homeostasis/metabolism phenotype"
"332","MP:0005376","MGI:103577","MP:0005244","hemopericardium","homeostasis/metabolism phenotype","Yes","HP:0001939","Abnormality of metabolism/homeostasis","homeostasis/metabolism phenotype"
"333","MP:0005376","MGI:96020","MP:0008807","increased liver iron level","homeostasis/metabolism phenotype","Yes","HP:0001939","Abnormality of metabolism/homeostasis","homeostasis/metabolism phenotype"
"334","MP:0005376","MGI:96560","MP:0010398","decreased liver glycogen level","homeostasis/metabolism phenotype","Yes","HP:0001939","Abnormality of metabolism/homeostasis","homeostasis/metabolism phenotype"
"335","MP:0005376","MGI:1306784","MP:0002192","hydrops fetalis","homeostasis/metabolism phenotype","Yes","HP:0001939","Abnormality of metabolism/homeostasis","homeostasis/metabolism phenotype"
"336","MP:0005376","MGI:95661","MP:0008603","decreased circulating interleukin-4 level","homeostasis/metabolism phenotype","Yes","HP:0001939","Abnormality of metabolism/homeostasis","homeostasis/metabolism phenotype"
"337","MP:0005376","MGI:96434","MP:0005418","abnormal circulating hormone level","homeostasis/metabolism phenotype","Yes","HP:0001939","Abnormality of metabolism/homeostasis","homeostasis/metabolism phenotype"
"338","MP:0005376","MGI:95662","MP:0005566","decreased blood urea nitrogen level","homeostasis/metabolism phenotype","Yes","HP:0001939","Abnormality of metabolism/homeostasis","homeostasis/metabolism phenotype"
"339","MP:0005376","MGI:96433","MP:0002192","hydrops fetalis","homeostasis/metabolism phenotype","Yes","HP:0001939","Abnormality of metabolism/homeostasis","homeostasis/metabolism phenotype"
"340","MP:0005376","MGI:109162","MP:0009356","decreased liver triglyceride level","homeostasis/metabolism phenotype","Yes","HP:0001939","Abnormality of metabolism/homeostasis","homeostasis/metabolism phenotype"
"341","MP:0005376","MGI:95661","MP:0008609","decreased circulating interleukin-13 level","homeostasis/metabolism phenotype","Yes","HP:0001939","Abnormality of metabolism/homeostasis","homeostasis/metabolism phenotype"
"342","MP:0005376","MGI:1298387","MP:0004486","decreased response of heart to induced stress","homeostasis/metabolism phenotype","Yes","HP:0001939","Abnormality of metabolism/homeostasis","homeostasis/metabolism phenotype"
"343","MP:0005376","MGI:2177469","MP:0009355","increased liver triglyceride level","homeostasis/metabolism phenotype","Yes","HP:0001939","Abnormality of metabolism/homeostasis","homeostasis/metabolism phenotype"
"344","MP:0005376","MGI:102720","MP:0004486","decreased response of heart to induced stress","homeostasis/metabolism phenotype","Yes","HP:0001939","Abnormality of metabolism/homeostasis","homeostasis/metabolism phenotype"
"345","MP:0005376","MGI:95664","MP:0002192","hydrops fetalis","homeostasis/metabolism phenotype","Yes","HP:0001939","Abnormality of metabolism/homeostasis","homeostasis/metabolism phenotype"
"346","MP:0005376","MGI:1915224","MP:0009356","decreased liver triglyceride level","homeostasis/metabolism phenotype","No","HP:0001939","Abnormality of metabolism/homeostasis","homeostasis/metabolism phenotype"
"347","MP:0005376","MGI:88452","MP:0001575","cyanosis","homeostasis/metabolism phenotype","Yes","HP:0001939","Abnormality of metabolism/homeostasis","homeostasis/metabolism phenotype"
"348","MP:0005377","MGI:109344","MP:0006285","absent inner ear","hearing/vestibular/ear phenotype","Yes","HP:0000598","Abnormality of the ear","hearing/vestibular/ear phenotype"
"349","MP:0005377","MGI:95663","MP:0004369","absent utricle","hearing/vestibular/ear phenotype","Yes","HP:0000598","Abnormality of the ear","hearing/vestibular/ear phenotype"
"350","MP:0005377","MGI:101926","MP:0000041","absent endolymphatic duct","hearing/vestibular/ear phenotype","Yes","HP:0000598","Abnormality of the ear","hearing/vestibular/ear phenotype"
"351","MP:0005377","MGI:109344","MP:0000026","abnormal inner ear morphology","hearing/vestibular/ear phenotype","Yes","HP:0000598","Abnormality of the ear","hearing/vestibular/ear phenotype"
"352","MP:0005377","MGI:109344","MP:0004310","small otic vesicle","hearing/vestibular/ear phenotype","Yes","HP:0000598","Abnormality of the ear","hearing/vestibular/ear phenotype"
"353","MP:0005377","MGI:107160","MP:0006090","abnormal utricle morphology","hearing/vestibular/ear phenotype","Yes","HP:0000598","Abnormality of the ear","hearing/vestibular/ear phenotype"
"354","MP:0005377","MGI:95663","MP:0004310","small otic vesicle","hearing/vestibular/ear phenotype","Yes","HP:0000598","Abnormality of the ear","hearing/vestibular/ear phenotype"
"355","MP:0005377","MGI:107160","MP:0004332","utricular degeneration","hearing/vestibular/ear phenotype","Yes","HP:0000598","Abnormality of the ear","hearing/vestibular/ear phenotype"
"356","MP:0005377","MGI:95663","MP:0006287","inner ear cysts","hearing/vestibular/ear phenotype","Yes","HP:0000598","Abnormality of the ear","hearing/vestibular/ear phenotype"
"357","MP:0005377","MGI:95668","MP:0004310","small otic vesicle","hearing/vestibular/ear phenotype","Yes","HP:0000598","Abnormality of the ear","hearing/vestibular/ear phenotype"
"358","MP:0005377","MGI:104565","MP:0000042","abnormal organ of Corti morphology","hearing/vestibular/ear phenotype","Yes","HP:0000598","Abnormality of the ear","hearing/vestibular/ear phenotype"
"359","MP:0005377","MGI:107159","MP:0004332","utricular degeneration","hearing/vestibular/ear phenotype","Yes","HP:0000598","Abnormality of the ear","hearing/vestibular/ear phenotype"
"360","MP:0005377","MGI:107739","MP:0000042","abnormal organ of Corti morphology","hearing/vestibular/ear phenotype","Yes","HP:0000598","Abnormality of the ear","hearing/vestibular/ear phenotype"
"361","MP:0005377","MGI:95523","MP:0003308","abnormal cochlear sensory epithelium morphology","hearing/vestibular/ear phenotype","Yes","HP:0000598","Abnormality of the ear","hearing/vestibular/ear phenotype"
"362","MP:0005377","MGI:96174","MP:0000039","abnormal otic capsule morphology","hearing/vestibular/ear phenotype","No","HP:0000598","Abnormality of the ear","hearing/vestibular/ear phenotype"
"363","MP:0005377","MGI:101926","MP:0008065","short endolymphatic duct","hearing/vestibular/ear phenotype","Yes","HP:0000598","Abnormality of the ear","hearing/vestibular/ear phenotype"
"364","MP:0005377","MGI:95663","MP:0000026","abnormal inner ear morphology","hearing/vestibular/ear phenotype","Yes","HP:0000598","Abnormality of the ear","hearing/vestibular/ear phenotype"
"365","MP:0005378","MGI:1915363","MP:0001698","decreased embryo size","growth/size/body region phenotype","No","HP:0000924","Abnormality of the skeletal system","growth/size/body region phenotype"
"366","MP:0005378","MGI:1915363","MP:0001698","decreased embryo size","growth/size/body region phenotype","No","HP:0001197","Abnormality of prenatal development or birth","growth/size/body region phenotype"
"367","MP:0005378","MGI:1915363","MP:0001698","decreased embryo size","growth/size/body region phenotype","No","HP:0001507","Growth abnormality","growth/size/body region phenotype"
"368","MP:0005378","MGI:1099809","MP:0000762","abnormal tongue morphology","growth/size/body region phenotype","Yes","HP:0000924","Abnormality of the skeletal system","growth/size/body region phenotype"
"369","MP:0005378","MGI:1099809","MP:0000762","abnormal tongue morphology","growth/size/body region phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","growth/size/body region phenotype"
"370","MP:0005378","MGI:1099809","MP:0000762","abnormal tongue morphology","growth/size/body region phenotype","Yes","HP:0001507","Growth abnormality","growth/size/body region phenotype"
"371","MP:0005378","MGI:106918","MP:0001698","decreased embryo size","growth/size/body region phenotype","Yes","HP:0000924","Abnormality of the skeletal system","growth/size/body region phenotype"
"372","MP:0005378","MGI:106918","MP:0001698","decreased embryo size","growth/size/body region phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","growth/size/body region phenotype"
"373","MP:0005378","MGI:106918","MP:0001698","decreased embryo size","growth/size/body region phenotype","Yes","HP:0001507","Growth abnormality","growth/size/body region phenotype"
"374","MP:0005378","MGI:1935147","MP:0001698","decreased embryo size","growth/size/body region phenotype","Yes","HP:0000924","Abnormality of the skeletal system","growth/size/body region phenotype"
"375","MP:0005378","MGI:1935147","MP:0001698","decreased embryo size","growth/size/body region phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","growth/size/body region phenotype"
"376","MP:0005378","MGI:1935147","MP:0001698","decreased embryo size","growth/size/body region phenotype","Yes","HP:0001507","Growth abnormality","growth/size/body region phenotype"
"377","MP:0005378","MGI:1306784","MP:0001698","decreased embryo size","growth/size/body region phenotype","Yes","HP:0000924","Abnormality of the skeletal system","growth/size/body region phenotype"
"378","MP:0005378","MGI:1306784","MP:0001698","decreased embryo size","growth/size/body region phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","growth/size/body region phenotype"
"379","MP:0005378","MGI:1306784","MP:0001698","decreased embryo size","growth/size/body region phenotype","Yes","HP:0001507","Growth abnormality","growth/size/body region phenotype"
"380","MP:0005378","MGI:95522","MP:0001698","decreased embryo size","growth/size/body region phenotype","Yes","HP:0000924","Abnormality of the skeletal system","growth/size/body region phenotype"
"381","MP:0005378","MGI:95522","MP:0001698","decreased embryo size","growth/size/body region phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","growth/size/body region phenotype"
"382","MP:0005378","MGI:95522","MP:0001698","decreased embryo size","growth/size/body region phenotype","Yes","HP:0001507","Growth abnormality","growth/size/body region phenotype"
"383","MP:0005378","MGI:88276","MP:0000432","abnormal head morphology","growth/size/body region phenotype","Yes","HP:0000924","Abnormality of the skeletal system","growth/size/body region phenotype"
"384","MP:0005378","MGI:88276","MP:0000432","abnormal head morphology","growth/size/body region phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","growth/size/body region phenotype"
"385","MP:0005378","MGI:88276","MP:0000432","abnormal head morphology","growth/size/body region phenotype","Yes","HP:0001507","Growth abnormality","growth/size/body region phenotype"
"386","MP:0005378","MGI:109349","MP:0001262","decreased body weight","growth/size/body region phenotype","No","HP:0000924","Abnormality of the skeletal system","growth/size/body region phenotype"
"387","MP:0005378","MGI:109349","MP:0001262","decreased body weight","growth/size/body region phenotype","No","HP:0001197","Abnormality of prenatal development or birth","growth/size/body region phenotype"
"388","MP:0005378","MGI:109349","MP:0001262","decreased body weight","growth/size/body region phenotype","No","HP:0001507","Growth abnormality","growth/size/body region phenotype"
"389","MP:0005378","MGI:99433","MP:0001698","decreased embryo size","growth/size/body region phenotype","Yes","HP:0000924","Abnormality of the skeletal system","growth/size/body region phenotype"
"390","MP:0005378","MGI:99433","MP:0001698","decreased embryo size","growth/size/body region phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","growth/size/body region phenotype"
"391","MP:0005378","MGI:99433","MP:0001698","decreased embryo size","growth/size/body region phenotype","Yes","HP:0001507","Growth abnormality","growth/size/body region phenotype"
"392","MP:0005378","MGI:88180","MP:0011260","abnormal head mesenchyme morphology","growth/size/body region phenotype","Yes","HP:0000924","Abnormality of the skeletal system","growth/size/body region phenotype"
"393","MP:0005378","MGI:88180","MP:0011260","abnormal head mesenchyme morphology","growth/size/body region phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","growth/size/body region phenotype"
"394","MP:0005378","MGI:88180","MP:0011260","abnormal head mesenchyme morphology","growth/size/body region phenotype","Yes","HP:0001507","Growth abnormality","growth/size/body region phenotype"
"395","MP:0005378","MGI:88473","MP:0001697","abnormal embryo size","growth/size/body region phenotype","Yes","HP:0000924","Abnormality of the skeletal system","growth/size/body region phenotype"
"396","MP:0005378","MGI:88473","MP:0001697","abnormal embryo size","growth/size/body region phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","growth/size/body region phenotype"
"397","MP:0005378","MGI:88473","MP:0001697","abnormal embryo size","growth/size/body region phenotype","Yes","HP:0001507","Growth abnormality","growth/size/body region phenotype"
"398","MP:0005378","MGI:107231","MP:0001265","decreased body size","growth/size/body region phenotype","Yes","HP:0000924","Abnormality of the skeletal system","growth/size/body region phenotype"
"399","MP:0005378","MGI:107231","MP:0001265","decreased body size","growth/size/body region phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","growth/size/body region phenotype"
"400","MP:0005378","MGI:107231","MP:0001265","decreased body size","growth/size/body region phenotype","Yes","HP:0001507","Growth abnormality","growth/size/body region phenotype"
"401","MP:0005378","MGI:88276","MP:0011496","abnormal head size","growth/size/body region phenotype","Yes","HP:0000924","Abnormality of the skeletal system","growth/size/body region phenotype"
"402","MP:0005378","MGI:88276","MP:0011496","abnormal head size","growth/size/body region phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","growth/size/body region phenotype"
"403","MP:0005378","MGI:88276","MP:0011496","abnormal head size","growth/size/body region phenotype","Yes","HP:0001507","Growth abnormality","growth/size/body region phenotype"
"404","MP:0005378","MGI:88276","MP:0000433","microcephaly","growth/size/body region phenotype","Yes","HP:0000924","Abnormality of the skeletal system","growth/size/body region phenotype"
"405","MP:0005378","MGI:88276","MP:0000433","microcephaly","growth/size/body region phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","growth/size/body region phenotype"
"406","MP:0005378","MGI:88276","MP:0000433","microcephaly","growth/size/body region phenotype","Yes","HP:0001507","Growth abnormality","growth/size/body region phenotype"
"407","MP:0005378","MGI:1096376","MP:0001698","decreased embryo size","growth/size/body region phenotype","Yes","HP:0000924","Abnormality of the skeletal system","growth/size/body region phenotype"
"408","MP:0005378","MGI:1096376","MP:0001698","decreased embryo size","growth/size/body region phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","growth/size/body region phenotype"
"409","MP:0005378","MGI:1096376","MP:0001698","decreased embryo size","growth/size/body region phenotype","Yes","HP:0001507","Growth abnormality","growth/size/body region phenotype"
"410","MP:0005378","MGI:105097","MP:0001698","decreased embryo size","growth/size/body region phenotype","Yes","HP:0000924","Abnormality of the skeletal system","growth/size/body region phenotype"
"411","MP:0005378","MGI:105097","MP:0001698","decreased embryo size","growth/size/body region phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","growth/size/body region phenotype"
"412","MP:0005378","MGI:105097","MP:0001698","decreased embryo size","growth/size/body region phenotype","Yes","HP:0001507","Growth abnormality","growth/size/body region phenotype"
"413","MP:0005378","MGI:95566","MP:0013200","head mesenchyme hypoplasia","growth/size/body region phenotype","Yes","HP:0000924","Abnormality of the skeletal system","growth/size/body region phenotype"
"414","MP:0005378","MGI:95566","MP:0013200","head mesenchyme hypoplasia","growth/size/body region phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","growth/size/body region phenotype"
"415","MP:0005378","MGI:95566","MP:0013200","head mesenchyme hypoplasia","growth/size/body region phenotype","Yes","HP:0001507","Growth abnormality","growth/size/body region phenotype"
"416","MP:0005378","MGI:95664","MP:0001698","decreased embryo size","growth/size/body region phenotype","Yes","HP:0000924","Abnormality of the skeletal system","growth/size/body region phenotype"
"417","MP:0005378","MGI:95664","MP:0001698","decreased embryo size","growth/size/body region phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","growth/size/body region phenotype"
"418","MP:0005378","MGI:95664","MP:0001698","decreased embryo size","growth/size/body region phenotype","Yes","HP:0001507","Growth abnormality","growth/size/body region phenotype"
"419","MP:0005378","MGI:96257","MP:0001698","decreased embryo size","growth/size/body region phenotype","Yes","HP:0000924","Abnormality of the skeletal system","growth/size/body region phenotype"
"420","MP:0005378","MGI:96257","MP:0001698","decreased embryo size","growth/size/body region phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","growth/size/body region phenotype"
"421","MP:0005378","MGI:96257","MP:0001698","decreased embryo size","growth/size/body region phenotype","Yes","HP:0001507","Growth abnormality","growth/size/body region phenotype"
"422","MP:0005378","MGI:109172","MP:0002818","abnormal dentin morphology","growth/size/body region phenotype","Yes","HP:0000924","Abnormality of the skeletal system","growth/size/body region phenotype"
"423","MP:0005378","MGI:109172","MP:0002818","abnormal dentin morphology","growth/size/body region phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","growth/size/body region phenotype"
"424","MP:0005378","MGI:109172","MP:0002818","abnormal dentin morphology","growth/size/body region phenotype","Yes","HP:0001507","Growth abnormality","growth/size/body region phenotype"
"425","MP:0005378","MGI:1916147","MP:0001698","decreased embryo size","growth/size/body region phenotype","Yes","HP:0000924","Abnormality of the skeletal system","growth/size/body region phenotype"
"426","MP:0005378","MGI:1916147","MP:0001698","decreased embryo size","growth/size/body region phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","growth/size/body region phenotype"
"427","MP:0005378","MGI:1916147","MP:0001698","decreased embryo size","growth/size/body region phenotype","Yes","HP:0001507","Growth abnormality","growth/size/body region phenotype"
"428","MP:0005378","MGI:1351315","MP:0001698","decreased embryo size","growth/size/body region phenotype","No","HP:0000924","Abnormality of the skeletal system","growth/size/body region phenotype"
"429","MP:0005378","MGI:1351315","MP:0001698","decreased embryo size","growth/size/body region phenotype","No","HP:0001197","Abnormality of prenatal development or birth","growth/size/body region phenotype"
"430","MP:0005378","MGI:1351315","MP:0001698","decreased embryo size","growth/size/body region phenotype","No","HP:0001507","Growth abnormality","growth/size/body region phenotype"
"431","MP:0005378","MGI:107231","MP:0001258","decreased body length","growth/size/body region phenotype","Yes","HP:0000924","Abnormality of the skeletal system","growth/size/body region phenotype"
"432","MP:0005378","MGI:107231","MP:0001258","decreased body length","growth/size/body region phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","growth/size/body region phenotype"
"433","MP:0005378","MGI:107231","MP:0001258","decreased body length","growth/size/body region phenotype","Yes","HP:0001507","Growth abnormality","growth/size/body region phenotype"
"434","MP:0005378","MGI:109337","MP:0001698","decreased embryo size","growth/size/body region phenotype","Yes","HP:0000924","Abnormality of the skeletal system","growth/size/body region phenotype"
"435","MP:0005378","MGI:109337","MP:0001698","decreased embryo size","growth/size/body region phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","growth/size/body region phenotype"
"436","MP:0005378","MGI:109337","MP:0001698","decreased embryo size","growth/size/body region phenotype","Yes","HP:0001507","Growth abnormality","growth/size/body region phenotype"
"437","MP:0005378","MGI:1347464","MP:0008789","abnormal olfactory epithelium morphology","growth/size/body region phenotype","Yes","HP:0000924","Abnormality of the skeletal system","growth/size/body region phenotype"
"438","MP:0005378","MGI:1347464","MP:0008789","abnormal olfactory epithelium morphology","growth/size/body region phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","growth/size/body region phenotype"
"439","MP:0005378","MGI:1347464","MP:0008789","abnormal olfactory epithelium morphology","growth/size/body region phenotype","Yes","HP:0001507","Growth abnormality","growth/size/body region phenotype"
"440","MP:0005378","MGI:109172","MP:0030543","abnormal predentin morphology","growth/size/body region phenotype","Yes","HP:0000924","Abnormality of the skeletal system","growth/size/body region phenotype"
"441","MP:0005378","MGI:109172","MP:0030543","abnormal predentin morphology","growth/size/body region phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","growth/size/body region phenotype"
"442","MP:0005378","MGI:109172","MP:0030543","abnormal predentin morphology","growth/size/body region phenotype","Yes","HP:0001507","Growth abnormality","growth/size/body region phenotype"
"443","MP:0005378","MGI:88005","MP:0030090","short upper incisors","growth/size/body region phenotype","No","HP:0000924","Abnormality of the skeletal system","growth/size/body region phenotype"
"444","MP:0005378","MGI:88005","MP:0030090","short upper incisors","growth/size/body region phenotype","No","HP:0001197","Abnormality of prenatal development or birth","growth/size/body region phenotype"
"445","MP:0005378","MGI:88005","MP:0030090","short upper incisors","growth/size/body region phenotype","No","HP:0001507","Growth abnormality","growth/size/body region phenotype"
"446","MP:0005378","MGI:1096376","MP:0001697","abnormal embryo size","growth/size/body region phenotype","Yes","HP:0000924","Abnormality of the skeletal system","growth/size/body region phenotype"
"447","MP:0005378","MGI:1096376","MP:0001697","abnormal embryo size","growth/size/body region phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","growth/size/body region phenotype"
"448","MP:0005378","MGI:1096376","MP:0001697","abnormal embryo size","growth/size/body region phenotype","Yes","HP:0001507","Growth abnormality","growth/size/body region phenotype"
"449","MP:0005378","MGI:104853","MP:0000433","microcephaly","growth/size/body region phenotype","Yes","HP:0000924","Abnormality of the skeletal system","growth/size/body region phenotype"
"450","MP:0005378","MGI:104853","MP:0000433","microcephaly","growth/size/body region phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","growth/size/body region phenotype"
"451","MP:0005378","MGI:104853","MP:0000433","microcephaly","growth/size/body region phenotype","Yes","HP:0001507","Growth abnormality","growth/size/body region phenotype"
"452","MP:0005378","MGI:95526","MP:0001698","decreased embryo size","growth/size/body region phenotype","Yes","HP:0000924","Abnormality of the skeletal system","growth/size/body region phenotype"
"453","MP:0005378","MGI:95526","MP:0001698","decreased embryo size","growth/size/body region phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","growth/size/body region phenotype"
"454","MP:0005378","MGI:95526","MP:0001698","decreased embryo size","growth/size/body region phenotype","Yes","HP:0001507","Growth abnormality","growth/size/body region phenotype"
"455","MP:0005378","MGI:2177178","MP:0001698","decreased embryo size","growth/size/body region phenotype","Yes","HP:0000924","Abnormality of the skeletal system","growth/size/body region phenotype"
"456","MP:0005378","MGI:2177178","MP:0001698","decreased embryo size","growth/size/body region phenotype","Yes","HP:0001197","Abnormality of prenatal development or birth","growth/size/body region phenotype"
"457","MP:0005378","MGI:2177178","MP:0001698","decreased embryo size","growth/size/body region phenotype","Yes","HP:0001507","Growth abnormality","growth/size/body region phenotype"
