"","mp.description","MGI.ID","MP.ID","MP.Term","TS28.mutant.expression.detected","mp.top.term.x","hp.top.term","HPO.superclass.description","mp.top.term.y"
"284","embryo phenotype","MGI:96182","MP:0012796","abnormal rhombomere 4 morphology","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"285","embryo phenotype","MGI:95721","MP:0001711","abnormal placenta morphology","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"286","embryo phenotype","MGI:95566","MP:0002825","abnormal notochord morphology","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"287","embryo phenotype","MGI:2679260","MP:0001699","increased embryo size","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"288","embryo phenotype","MGI:95522","MP:0006386","absent somites","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"289","embryo phenotype","MGI:88354","MP:0005028","abnormal trophectoderm morphology","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"290","embryo phenotype","MGI:99433","MP:0001697","abnormal embryo size","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"291","embryo phenotype","MGI:88177","MP:0001698","decreased embryo size","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"292","embryo phenotype","MGI:95729","MP:0000930","wavy neural tube","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"293","embryo phenotype","MGI:96242","MP:0001698","decreased embryo size","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"294","embryo phenotype","MGI:1859866","MP:0001698","decreased embryo size","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"295","embryo phenotype","MGI:1347470","MP:0001726","abnormal allantois morphology","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"296","embryo phenotype","MGI:1347476","MP:0003400","kinked neural tube","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"297","endocrine/exocrine gland phenotype","MGI:2176159","MP:0001147","small testis","Yes","MP:0005379","HP:0000769","Abnormality of the breast","MP:0005379"
"298","endocrine/exocrine gland phenotype","MGI:2176159","MP:0001147","small testis","Yes","MP:0005379","HP:0000818","Abnormality of the endocrine system","MP:0005379"
"299","endocrine/exocrine gland phenotype","MGI:96573","MP:0009254","disorganized pancreatic islets","Yes","MP:0005379","HP:0000769","Abnormality of the breast","MP:0005379"
"300","endocrine/exocrine gland phenotype","MGI:96573","MP:0009254","disorganized pancreatic islets","Yes","MP:0005379","HP:0000818","Abnormality of the endocrine system","MP:0005379"
"301","endocrine/exocrine gland phenotype","MGI:101912","MP:0004956","decreased thymus weight","Yes","MP:0005379","HP:0000769","Abnormality of the breast","MP:0005379"
"302","endocrine/exocrine gland phenotype","MGI:101912","MP:0004956","decreased thymus weight","Yes","MP:0005379","HP:0000818","Abnormality of the endocrine system","MP:0005379"
"303","endocrine/exocrine gland phenotype","MGI:2685134","MP:0001146","abnormal testis morphology","Yes","MP:0005379","HP:0000769","Abnormality of the breast","MP:0005379"
"304","endocrine/exocrine gland phenotype","MGI:2685134","MP:0001146","abnormal testis morphology","Yes","MP:0005379","HP:0000818","Abnormality of the endocrine system","MP:0005379"
"305","endocrine/exocrine gland phenotype","MGI:95583","MP:0001147","small testis","Yes","MP:0005379","HP:0000769","Abnormality of the breast","MP:0005379"
"306","endocrine/exocrine gland phenotype","MGI:95583","MP:0001147","small testis","Yes","MP:0005379","HP:0000818","Abnormality of the endocrine system","MP:0005379"
"307","endocrine/exocrine gland phenotype","MGI:2685134","MP:0001147","small testis","Yes","MP:0005379","HP:0000769","Abnormality of the breast","MP:0005379"
"308","endocrine/exocrine gland phenotype","MGI:2685134","MP:0001147","small testis","Yes","MP:0005379","HP:0000818","Abnormality of the endocrine system","MP:0005379"
"309","endocrine/exocrine gland phenotype","MGI:96573","MP:0005215","abnormal pancreatic islet morphology","Yes","MP:0005379","HP:0000769","Abnormality of the breast","MP:0005379"
"310","endocrine/exocrine gland phenotype","MGI:96573","MP:0005215","abnormal pancreatic islet morphology","Yes","MP:0005379","HP:0000818","Abnormality of the endocrine system","MP:0005379"
"311","endocrine/exocrine gland phenotype","MGI:95674","MP:0009108","increased pancreas weight","Yes","MP:0005379","HP:0000769","Abnormality of the breast","MP:0005379"
"312","endocrine/exocrine gland phenotype","MGI:95674","MP:0009108","increased pancreas weight","Yes","MP:0005379","HP:0000818","Abnormality of the endocrine system","MP:0005379"
"313","endocrine/exocrine gland phenotype","MGI:2384887","MP:0004852","decreased testis weight","No","MP:0005379","HP:0000769","Abnormality of the breast","MP:0005379"
"314","endocrine/exocrine gland phenotype","MGI:2384887","MP:0004852","decreased testis weight","No","MP:0005379","HP:0000818","Abnormality of the endocrine system","MP:0005379"
"315","endocrine/exocrine gland phenotype","MGI:104565","MP:0010320","increased pituitary gland tumor incidence","Yes","MP:0005379","HP:0000769","Abnormality of the breast","MP:0005379"
"316","endocrine/exocrine gland phenotype","MGI:104565","MP:0010320","increased pituitary gland tumor incidence","Yes","MP:0005379","HP:0000818","Abnormality of the endocrine system","MP:0005379"
"317","endocrine/exocrine gland phenotype","MGI:88139","MP:0001147","small testis","Yes","MP:0005379","HP:0000769","Abnormality of the breast","MP:0005379"
"318","endocrine/exocrine gland phenotype","MGI:88139","MP:0001147","small testis","Yes","MP:0005379","HP:0000818","Abnormality of the endocrine system","MP:0005379"
"319","endocrine/exocrine gland phenotype","MGI:1917498","MP:0001146","abnormal testis morphology","Yes","MP:0005379","HP:0000769","Abnormality of the breast","MP:0005379"
"320","endocrine/exocrine gland phenotype","MGI:1917498","MP:0001146","abnormal testis morphology","Yes","MP:0005379","HP:0000818","Abnormality of the endocrine system","MP:0005379"
"321","endocrine/exocrine gland phenotype","MGI:1099809","MP:0013721","abnormal mammary placode morphology","Yes","MP:0005379","HP:0000769","Abnormality of the breast","MP:0005379"
"322","endocrine/exocrine gland phenotype","MGI:1099809","MP:0013721","abnormal mammary placode morphology","Yes","MP:0005379","HP:0000818","Abnormality of the endocrine system","MP:0005379"
"323","endocrine/exocrine gland phenotype","MGI:104853","MP:0001944","abnormal pancreas morphology","Yes","MP:0005379","HP:0000769","Abnormality of the breast","MP:0005379"
"324","endocrine/exocrine gland phenotype","MGI:104853","MP:0001944","abnormal pancreas morphology","Yes","MP:0005379","HP:0000818","Abnormality of the endocrine system","MP:0005379"
"325","endocrine/exocrine gland phenotype","MGI:107430","MP:0020491","abnormal ovary topology","Yes","MP:0005379","HP:0000769","Abnormality of the breast","MP:0005379"
"326","endocrine/exocrine gland phenotype","MGI:107430","MP:0020491","abnormal ovary topology","Yes","MP:0005379","HP:0000818","Abnormality of the endocrine system","MP:0005379"
"327","endocrine/exocrine gland phenotype","MGI:102670","MP:0001153","small seminiferous tubules","Yes","MP:0005379","HP:0000769","Abnormality of the breast","MP:0005379"
"328","endocrine/exocrine gland phenotype","MGI:102670","MP:0001153","small seminiferous tubules","Yes","MP:0005379","HP:0000818","Abnormality of the endocrine system","MP:0005379"
"329","endocrine/exocrine gland phenotype","MGI:88064","MP:0004852","decreased testis weight","Yes","MP:0005379","HP:0000769","Abnormality of the breast","MP:0005379"
"330","endocrine/exocrine gland phenotype","MGI:88064","MP:0004852","decreased testis weight","Yes","MP:0005379","HP:0000818","Abnormality of the endocrine system","MP:0005379"
"331","endocrine/exocrine gland phenotype","MGI:1349421","MP:0001127","small ovary","Yes","MP:0005379","HP:0000769","Abnormality of the breast","MP:0005379"
"332","endocrine/exocrine gland phenotype","MGI:1349421","MP:0001127","small ovary","Yes","MP:0005379","HP:0000818","Abnormality of the endocrine system","MP:0005379"
"333","endocrine/exocrine gland phenotype","MGI:1917498","MP:0001147","small testis","Yes","MP:0005379","HP:0000769","Abnormality of the breast","MP:0005379"
"334","endocrine/exocrine gland phenotype","MGI:1917498","MP:0001147","small testis","Yes","MP:0005379","HP:0000818","Abnormality of the endocrine system","MP:0005379"
"335","endocrine/exocrine gland phenotype","MGI:105393","MP:0001127","small ovary","Yes","MP:0005379","HP:0000769","Abnormality of the breast","MP:0005379"
"336","endocrine/exocrine gland phenotype","MGI:105393","MP:0001127","small ovary","Yes","MP:0005379","HP:0000818","Abnormality of the endocrine system","MP:0005379"
"337","endocrine/exocrine gland phenotype","MGI:95692","MP:0001127","small ovary","Yes","MP:0005379","HP:0000769","Abnormality of the breast","MP:0005379"
"338","endocrine/exocrine gland phenotype","MGI:95692","MP:0001127","small ovary","Yes","MP:0005379","HP:0000818","Abnormality of the endocrine system","MP:0005379"
"339","endocrine/exocrine gland phenotype","MGI:104565","MP:0000636","enlarged pituitary gland","Yes","MP:0005379","HP:0000769","Abnormality of the breast","MP:0005379"
"340","endocrine/exocrine gland phenotype","MGI:104565","MP:0000636","enlarged pituitary gland","Yes","MP:0005379","HP:0000818","Abnormality of the endocrine system","MP:0005379"
"341","endocrine/exocrine gland phenotype","MGI:105393","MP:0004856","decreased ovary weight","Yes","MP:0005379","HP:0000769","Abnormality of the breast","MP:0005379"
"342","endocrine/exocrine gland phenotype","MGI:105393","MP:0004856","decreased ovary weight","Yes","MP:0005379","HP:0000818","Abnormality of the endocrine system","MP:0005379"
"343","endocrine/exocrine gland phenotype","MGI:1099804","MP:0004852","decreased testis weight","No","MP:0005379","HP:0000769","Abnormality of the breast","MP:0005379"
"344","endocrine/exocrine gland phenotype","MGI:1099804","MP:0004852","decreased testis weight","No","MP:0005379","HP:0000818","Abnormality of the endocrine system","MP:0005379"
"345","endocrine/exocrine gland phenotype","MGI:88064","MP:0001147","small testis","Yes","MP:0005379","HP:0000769","Abnormality of the breast","MP:0005379"
"346","endocrine/exocrine gland phenotype","MGI:88064","MP:0001147","small testis","Yes","MP:0005379","HP:0000818","Abnormality of the endocrine system","MP:0005379"
"347","endocrine/exocrine gland phenotype","MGI:88064","MP:0001146","abnormal testis morphology","Yes","MP:0005379","HP:0000769","Abnormality of the breast","MP:0005379"
"348","endocrine/exocrine gland phenotype","MGI:88064","MP:0001146","abnormal testis morphology","Yes","MP:0005379","HP:0000818","Abnormality of the endocrine system","MP:0005379"
"349","endocrine/exocrine gland phenotype","MGI:95583","MP:0002782","abnormal testes secretion","Yes","MP:0005379","HP:0000769","Abnormality of the breast","MP:0005379"
"350","endocrine/exocrine gland phenotype","MGI:95583","MP:0002782","abnormal testes secretion","Yes","MP:0005379","HP:0000818","Abnormality of the endocrine system","MP:0005379"
"351","endocrine/exocrine gland phenotype","MGI:1099804","MP:0003205","testicular atrophy","No","MP:0005379","HP:0000769","Abnormality of the breast","MP:0005379"
"352","endocrine/exocrine gland phenotype","MGI:1099804","MP:0003205","testicular atrophy","No","MP:0005379","HP:0000818","Abnormality of the endocrine system","MP:0005379"
"353","endocrine/exocrine gland phenotype","MGI:104565","MP:0008939","increased pituitary gland weight","Yes","MP:0005379","HP:0000769","Abnormality of the breast","MP:0005379"
"354","endocrine/exocrine gland phenotype","MGI:104565","MP:0008939","increased pituitary gland weight","Yes","MP:0005379","HP:0000818","Abnormality of the endocrine system","MP:0005379"
"355","endocrine/exocrine gland phenotype","MGI:88064","MP:0003205","testicular atrophy","Yes","MP:0005379","HP:0000769","Abnormality of the breast","MP:0005379"
"356","endocrine/exocrine gland phenotype","MGI:88064","MP:0003205","testicular atrophy","Yes","MP:0005379","HP:0000818","Abnormality of the endocrine system","MP:0005379"
"357","endocrine/exocrine gland phenotype","MGI:108427","MP:0001147","small testis","Yes","MP:0005379","HP:0000769","Abnormality of the breast","MP:0005379"
"358","endocrine/exocrine gland phenotype","MGI:108427","MP:0001147","small testis","Yes","MP:0005379","HP:0000818","Abnormality of the endocrine system","MP:0005379"
"359","endocrine/exocrine gland phenotype","MGI:88583","MP:0009078","adrenal gland hyperplasia","Yes","MP:0005379","HP:0000769","Abnormality of the breast","MP:0005379"
"360","endocrine/exocrine gland phenotype","MGI:88583","MP:0009078","adrenal gland hyperplasia","Yes","MP:0005379","HP:0000818","Abnormality of the endocrine system","MP:0005379"
"361","endocrine/exocrine gland phenotype","MGI:88064","MP:0006262","increased testis tumor incidence","Yes","MP:0005379","HP:0000769","Abnormality of the breast","MP:0005379"
"362","endocrine/exocrine gland phenotype","MGI:88064","MP:0006262","increased testis tumor incidence","Yes","MP:0005379","HP:0000818","Abnormality of the endocrine system","MP:0005379"
"363","endocrine/exocrine gland phenotype","MGI:1099804","MP:0013600","testis degeneration","No","MP:0005379","HP:0000769","Abnormality of the breast","MP:0005379"
"364","endocrine/exocrine gland phenotype","MGI:1099804","MP:0013600","testis degeneration","No","MP:0005379","HP:0000818","Abnormality of the endocrine system","MP:0005379"
"365","endocrine/exocrine gland phenotype","MGI:95692","MP:0001126","abnormal ovary morphology","Yes","MP:0005379","HP:0000769","Abnormality of the breast","MP:0005379"
"366","endocrine/exocrine gland phenotype","MGI:95692","MP:0001126","abnormal ovary morphology","Yes","MP:0005379","HP:0000818","Abnormality of the endocrine system","MP:0005379"
"367","endocrine/exocrine gland phenotype","MGI:108042","MP:0004852","decreased testis weight","Yes","MP:0005379","HP:0000769","Abnormality of the breast","MP:0005379"
"368","endocrine/exocrine gland phenotype","MGI:108042","MP:0004852","decreased testis weight","Yes","MP:0005379","HP:0000818","Abnormality of the endocrine system","MP:0005379"
"369","endocrine/exocrine gland phenotype","MGI:95583","MP:0004849","abnormal testis size","Yes","MP:0005379","HP:0000769","Abnormality of the breast","MP:0005379"
"370","endocrine/exocrine gland phenotype","MGI:95583","MP:0004849","abnormal testis size","Yes","MP:0005379","HP:0000818","Abnormality of the endocrine system","MP:0005379"
"371","endocrine/exocrine gland phenotype","MGI:96573","MP:0009172","small pancreatic islets","Yes","MP:0005379","HP:0000769","Abnormality of the breast","MP:0005379"
"372","endocrine/exocrine gland phenotype","MGI:96573","MP:0009172","small pancreatic islets","Yes","MP:0005379","HP:0000818","Abnormality of the endocrine system","MP:0005379"
"373","endocrine/exocrine gland phenotype","MGI:95583","MP:0004852","decreased testis weight","Yes","MP:0005379","HP:0000769","Abnormality of the breast","MP:0005379"
"374","endocrine/exocrine gland phenotype","MGI:95583","MP:0004852","decreased testis weight","Yes","MP:0005379","HP:0000818","Abnormality of the endocrine system","MP:0005379"
"375","endocrine/exocrine gland phenotype","MGI:88258","MP:0004852","decreased testis weight","Yes","MP:0005379","HP:0000769","Abnormality of the breast","MP:0005379"
"376","endocrine/exocrine gland phenotype","MGI:88258","MP:0004852","decreased testis weight","Yes","MP:0005379","HP:0000818","Abnormality of the endocrine system","MP:0005379"
"377","endocrine/exocrine gland phenotype","MGI:88583","MP:0000642","enlarged adrenal glands","Yes","MP:0005379","HP:0000769","Abnormality of the breast","MP:0005379"
"378","endocrine/exocrine gland phenotype","MGI:88583","MP:0000642","enlarged adrenal glands","Yes","MP:0005379","HP:0000818","Abnormality of the endocrine system","MP:0005379"
"379","endocrine/exocrine gland phenotype","MGI:101791","MP:0009146","abnormal pancreatic acinar cell morphology","Yes","MP:0005379","HP:0000769","Abnormality of the breast","MP:0005379"
"380","endocrine/exocrine gland phenotype","MGI:101791","MP:0009146","abnormal pancreatic acinar cell morphology","Yes","MP:0005379","HP:0000818","Abnormality of the endocrine system","MP:0005379"
"381","endocrine/exocrine gland phenotype","MGI:101791","MP:0001944","abnormal pancreas morphology","Yes","MP:0005379","HP:0000769","Abnormality of the breast","MP:0005379"
"382","endocrine/exocrine gland phenotype","MGI:101791","MP:0001944","abnormal pancreas morphology","Yes","MP:0005379","HP:0000818","Abnormality of the endocrine system","MP:0005379"
"383","endocrine/exocrine gland phenotype","MGI:87986","MP:0001146","abnormal testis morphology","Yes","MP:0005379","HP:0000769","Abnormality of the breast","MP:0005379"
"384","endocrine/exocrine gland phenotype","MGI:87986","MP:0001146","abnormal testis morphology","Yes","MP:0005379","HP:0000818","Abnormality of the endocrine system","MP:0005379"
"385","endocrine/exocrine gland phenotype","MGI:95692","MP:0002016","ovary cysts","Yes","MP:0005379","HP:0000769","Abnormality of the breast","MP:0005379"
"386","endocrine/exocrine gland phenotype","MGI:95692","MP:0002016","ovary cysts","Yes","MP:0005379","HP:0000818","Abnormality of the endocrine system","MP:0005379"
"387","endocrine/exocrine gland phenotype","MGI:104565","MP:0000635","pituitary gland hyperplasia","Yes","MP:0005379","HP:0000769","Abnormality of the breast","MP:0005379"
"388","endocrine/exocrine gland phenotype","MGI:104565","MP:0000635","pituitary gland hyperplasia","Yes","MP:0005379","HP:0000818","Abnormality of the endocrine system","MP:0005379"
"389","growth/size/body region phenotype","MGI:1915363","MP:0001698","decreased embryo size","No","MP:0005378","HP:0000924","Abnormality of the skeletal system","MP:0005378"
"390","growth/size/body region phenotype","MGI:1915363","MP:0001698","decreased embryo size","No","MP:0005378","HP:0001197","Abnormality of prenatal development or birth","MP:0005378"
"391","growth/size/body region phenotype","MGI:1915363","MP:0001698","decreased embryo size","No","MP:0005378","HP:0001507","Growth abnormality","MP:0005378"
"392","growth/size/body region phenotype","MGI:1099809","MP:0000762","abnormal tongue morphology","Yes","MP:0005378","HP:0000924","Abnormality of the skeletal system","MP:0005378"
"393","growth/size/body region phenotype","MGI:1099809","MP:0000762","abnormal tongue morphology","Yes","MP:0005378","HP:0001197","Abnormality of prenatal development or birth","MP:0005378"
"394","growth/size/body region phenotype","MGI:1099809","MP:0000762","abnormal tongue morphology","Yes","MP:0005378","HP:0001507","Growth abnormality","MP:0005378"
"395","growth/size/body region phenotype","MGI:106918","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0000924","Abnormality of the skeletal system","MP:0005378"
"396","growth/size/body region phenotype","MGI:106918","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0001197","Abnormality of prenatal development or birth","MP:0005378"
"397","growth/size/body region phenotype","MGI:106918","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0001507","Growth abnormality","MP:0005378"
"398","growth/size/body region phenotype","MGI:1935147","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0000924","Abnormality of the skeletal system","MP:0005378"
"399","growth/size/body region phenotype","MGI:1935147","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0001197","Abnormality of prenatal development or birth","MP:0005378"
"400","growth/size/body region phenotype","MGI:1935147","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0001507","Growth abnormality","MP:0005378"
"401","growth/size/body region phenotype","MGI:1306784","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0000924","Abnormality of the skeletal system","MP:0005378"
"402","growth/size/body region phenotype","MGI:1306784","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0001197","Abnormality of prenatal development or birth","MP:0005378"
"403","growth/size/body region phenotype","MGI:1306784","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0001507","Growth abnormality","MP:0005378"
"404","growth/size/body region phenotype","MGI:95522","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0000924","Abnormality of the skeletal system","MP:0005378"
"405","growth/size/body region phenotype","MGI:95522","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0001197","Abnormality of prenatal development or birth","MP:0005378"
"406","growth/size/body region phenotype","MGI:95522","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0001507","Growth abnormality","MP:0005378"
"407","growth/size/body region phenotype","MGI:88276","MP:0000432","abnormal head morphology","Yes","MP:0005378","HP:0000924","Abnormality of the skeletal system","MP:0005378"
"408","growth/size/body region phenotype","MGI:88276","MP:0000432","abnormal head morphology","Yes","MP:0005378","HP:0001197","Abnormality of prenatal development or birth","MP:0005378"
"409","growth/size/body region phenotype","MGI:88276","MP:0000432","abnormal head morphology","Yes","MP:0005378","HP:0001507","Growth abnormality","MP:0005378"
"410","growth/size/body region phenotype","MGI:109349","MP:0001262","decreased body weight","No","MP:0005378","HP:0000924","Abnormality of the skeletal system","MP:0005378"
"411","growth/size/body region phenotype","MGI:109349","MP:0001262","decreased body weight","No","MP:0005378","HP:0001197","Abnormality of prenatal development or birth","MP:0005378"
"412","growth/size/body region phenotype","MGI:109349","MP:0001262","decreased body weight","No","MP:0005378","HP:0001507","Growth abnormality","MP:0005378"
"413","growth/size/body region phenotype","MGI:99433","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0000924","Abnormality of the skeletal system","MP:0005378"
"414","growth/size/body region phenotype","MGI:99433","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0001197","Abnormality of prenatal development or birth","MP:0005378"
"415","growth/size/body region phenotype","MGI:99433","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0001507","Growth abnormality","MP:0005378"
"416","growth/size/body region phenotype","MGI:88180","MP:0011260","abnormal head mesenchyme morphology","Yes","MP:0005378","HP:0000924","Abnormality of the skeletal system","MP:0005378"
"417","growth/size/body region phenotype","MGI:88180","MP:0011260","abnormal head mesenchyme morphology","Yes","MP:0005378","HP:0001197","Abnormality of prenatal development or birth","MP:0005378"
"418","growth/size/body region phenotype","MGI:88180","MP:0011260","abnormal head mesenchyme morphology","Yes","MP:0005378","HP:0001507","Growth abnormality","MP:0005378"
"419","growth/size/body region phenotype","MGI:88473","MP:0001697","abnormal embryo size","Yes","MP:0005378","HP:0000924","Abnormality of the skeletal system","MP:0005378"
"420","growth/size/body region phenotype","MGI:88473","MP:0001697","abnormal embryo size","Yes","MP:0005378","HP:0001197","Abnormality of prenatal development or birth","MP:0005378"
"421","growth/size/body region phenotype","MGI:88473","MP:0001697","abnormal embryo size","Yes","MP:0005378","HP:0001507","Growth abnormality","MP:0005378"
"422","growth/size/body region phenotype","MGI:107231","MP:0001265","decreased body size","Yes","MP:0005378","HP:0000924","Abnormality of the skeletal system","MP:0005378"
"423","growth/size/body region phenotype","MGI:107231","MP:0001265","decreased body size","Yes","MP:0005378","HP:0001197","Abnormality of prenatal development or birth","MP:0005378"
"424","growth/size/body region phenotype","MGI:107231","MP:0001265","decreased body size","Yes","MP:0005378","HP:0001507","Growth abnormality","MP:0005378"
"425","growth/size/body region phenotype","MGI:88276","MP:0011496","abnormal head size","Yes","MP:0005378","HP:0000924","Abnormality of the skeletal system","MP:0005378"
"426","growth/size/body region phenotype","MGI:88276","MP:0011496","abnormal head size","Yes","MP:0005378","HP:0001197","Abnormality of prenatal development or birth","MP:0005378"
"427","growth/size/body region phenotype","MGI:88276","MP:0011496","abnormal head size","Yes","MP:0005378","HP:0001507","Growth abnormality","MP:0005378"
"428","growth/size/body region phenotype","MGI:88276","MP:0000433","microcephaly","Yes","MP:0005378","HP:0000924","Abnormality of the skeletal system","MP:0005378"
"429","growth/size/body region phenotype","MGI:88276","MP:0000433","microcephaly","Yes","MP:0005378","HP:0001197","Abnormality of prenatal development or birth","MP:0005378"
"430","growth/size/body region phenotype","MGI:88276","MP:0000433","microcephaly","Yes","MP:0005378","HP:0001507","Growth abnormality","MP:0005378"
"431","growth/size/body region phenotype","MGI:1096376","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0000924","Abnormality of the skeletal system","MP:0005378"
"432","growth/size/body region phenotype","MGI:1096376","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0001197","Abnormality of prenatal development or birth","MP:0005378"
"433","growth/size/body region phenotype","MGI:1096376","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0001507","Growth abnormality","MP:0005378"
"434","growth/size/body region phenotype","MGI:105097","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0000924","Abnormality of the skeletal system","MP:0005378"
"435","growth/size/body region phenotype","MGI:105097","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0001197","Abnormality of prenatal development or birth","MP:0005378"
"436","growth/size/body region phenotype","MGI:105097","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0001507","Growth abnormality","MP:0005378"
"437","growth/size/body region phenotype","MGI:95566","MP:0013200","head mesenchyme hypoplasia","Yes","MP:0005378","HP:0000924","Abnormality of the skeletal system","MP:0005378"
"438","growth/size/body region phenotype","MGI:95566","MP:0013200","head mesenchyme hypoplasia","Yes","MP:0005378","HP:0001197","Abnormality of prenatal development or birth","MP:0005378"
"439","growth/size/body region phenotype","MGI:95566","MP:0013200","head mesenchyme hypoplasia","Yes","MP:0005378","HP:0001507","Growth abnormality","MP:0005378"
"440","growth/size/body region phenotype","MGI:95664","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0000924","Abnormality of the skeletal system","MP:0005378"
"441","growth/size/body region phenotype","MGI:95664","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0001197","Abnormality of prenatal development or birth","MP:0005378"
"442","growth/size/body region phenotype","MGI:95664","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0001507","Growth abnormality","MP:0005378"
"443","growth/size/body region phenotype","MGI:96257","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0000924","Abnormality of the skeletal system","MP:0005378"
"444","growth/size/body region phenotype","MGI:96257","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0001197","Abnormality of prenatal development or birth","MP:0005378"
"445","growth/size/body region phenotype","MGI:96257","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0001507","Growth abnormality","MP:0005378"
"446","growth/size/body region phenotype","MGI:109172","MP:0002818","abnormal dentin morphology","Yes","MP:0005378","HP:0000924","Abnormality of the skeletal system","MP:0005378"
"447","growth/size/body region phenotype","MGI:109172","MP:0002818","abnormal dentin morphology","Yes","MP:0005378","HP:0001197","Abnormality of prenatal development or birth","MP:0005378"
"448","growth/size/body region phenotype","MGI:109172","MP:0002818","abnormal dentin morphology","Yes","MP:0005378","HP:0001507","Growth abnormality","MP:0005378"
"449","growth/size/body region phenotype","MGI:1916147","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0000924","Abnormality of the skeletal system","MP:0005378"
"450","growth/size/body region phenotype","MGI:1916147","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0001197","Abnormality of prenatal development or birth","MP:0005378"
"451","growth/size/body region phenotype","MGI:1916147","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0001507","Growth abnormality","MP:0005378"
"452","growth/size/body region phenotype","MGI:1351315","MP:0001698","decreased embryo size","No","MP:0005378","HP:0000924","Abnormality of the skeletal system","MP:0005378"
"453","growth/size/body region phenotype","MGI:1351315","MP:0001698","decreased embryo size","No","MP:0005378","HP:0001197","Abnormality of prenatal development or birth","MP:0005378"
"454","growth/size/body region phenotype","MGI:1351315","MP:0001698","decreased embryo size","No","MP:0005378","HP:0001507","Growth abnormality","MP:0005378"
"455","growth/size/body region phenotype","MGI:107231","MP:0001258","decreased body length","Yes","MP:0005378","HP:0000924","Abnormality of the skeletal system","MP:0005378"
"456","growth/size/body region phenotype","MGI:107231","MP:0001258","decreased body length","Yes","MP:0005378","HP:0001197","Abnormality of prenatal development or birth","MP:0005378"
"457","growth/size/body region phenotype","MGI:107231","MP:0001258","decreased body length","Yes","MP:0005378","HP:0001507","Growth abnormality","MP:0005378"
"458","growth/size/body region phenotype","MGI:109337","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0000924","Abnormality of the skeletal system","MP:0005378"
"459","growth/size/body region phenotype","MGI:109337","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0001197","Abnormality of prenatal development or birth","MP:0005378"
"460","growth/size/body region phenotype","MGI:109337","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0001507","Growth abnormality","MP:0005378"
"461","growth/size/body region phenotype","MGI:1347464","MP:0008789","abnormal olfactory epithelium morphology","Yes","MP:0005378","HP:0000924","Abnormality of the skeletal system","MP:0005378"
"462","growth/size/body region phenotype","MGI:1347464","MP:0008789","abnormal olfactory epithelium morphology","Yes","MP:0005378","HP:0001197","Abnormality of prenatal development or birth","MP:0005378"
