"","MGI.ID","Structure","ALL.TS.mutant.expression.detected","Theiler Stage","Gene.Anatomy"
"5395","MGI:1098802","embryo","Yes",22,"MGI:1098802-embryo"
"5396","MGI:1098808","brain","No",22,"MGI:1098808-brain"
"5397","MGI:1098808","cerebral cortex","No",22,"MGI:1098808-cerebral cortex"
"5398","MGI:1098808","cerebral cortex","No",26,"MGI:1098808-cerebral cortex"
"5399","MGI:1098808","liver","No",22,"MGI:1098808-liver"
"5400","MGI:1098808","liver","No",26,"MGI:1098808-liver"
"5401","MGI:1098824","lateral plate mesoderm","Yes",13,"MGI:1098824-lateral plate mesoderm"
"5402","MGI:1098824","node","Yes",12,"MGI:1098824-node"
"5403","MGI:1099055","limb digit","Yes",22,"MGI:1099055-limb digit"
"5404","MGI:1099055","limb digit","Yes",24,"MGI:1099055-limb digit"
"5405","MGI:1099055","limb digit","Yes",26,"MGI:1099055-limb digit"
"5406","MGI:1099431","brain","Yes",22,"MGI:1099431-brain"
"5407","MGI:1099431","liver","Yes",22,"MGI:1099431-liver"
"5408","MGI:1099438","epidermis","Yes",24,"MGI:1099438-epidermis"
"5409","MGI:1099438","hair follicle","Yes",24,"MGI:1099438-hair follicle"
"5410","MGI:1099438","neocortex","Yes",22,"MGI:1099438-neocortex"
"5411","MGI:1099438","retina layer","Yes",23,"MGI:1099438-retina layer"
"5412","MGI:1099446","glomerular tuft","Yes",26,"MGI:1099446-glomerular tuft"
"5413","MGI:1099447","embryo endoderm","Yes",13,"MGI:1099447-embryo endoderm"
"5414","MGI:1099448","3rd branchial pouch","Yes",19,"MGI:1099448-3rd branchial pouch"
"5415","MGI:1099800","musculature","Yes",26,"MGI:1099800-musculature"
"5416","MGI:1099804","conceptus","Yes",13,"MGI:1099804-conceptus"
"5417","MGI:1099806","future hindbrain","No",12,"MGI:1099806-future hindbrain"
"5418","MGI:1099806","future midbrain","No",12,"MGI:1099806-future midbrain"
"5419","MGI:1099809","1st branchial arch ectoderm","Yes",15,"MGI:1099809-1st branchial arch ectoderm"
"5420","MGI:1099809","1st branchial arch mesenchyme","Ambiguous_NotSpecified_Contradictory",15,"MGI:1099809-1st branchial arch mesenchyme"
"5421","MGI:1099809","2nd branchial arch mesenchyme","Yes",15,"MGI:1099809-2nd branchial arch mesenchyme"
"5422","MGI:1099809","3rd branchial pouch","Yes",19,"MGI:1099809-3rd branchial pouch"
"5423","MGI:1099809","4th branchial arch mesenchyme","No",19,"MGI:1099809-4th branchial arch mesenchyme"
"5424","MGI:1099809","acoustic ganglion","Yes",19,"MGI:1099809-acoustic ganglion"
"5425","MGI:1099809","branchial arch","Yes",17,"MGI:1099809-branchial arch"
"5426","MGI:1099809","dental papilla","Yes",22,"MGI:1099809-dental papilla"
"5427","MGI:1099809","diencephalon","Yes",15,"MGI:1099809-diencephalon"
"5428","MGI:1099809","embryo","Yes",15,"MGI:1099809-embryo"
"5429","MGI:1099809","embryo mesenchyme","Yes",17,"MGI:1099809-embryo mesenchyme"
"5430","MGI:1099809","facio-acoustic preganglion complex","No",15,"MGI:1099809-facio-acoustic preganglion complex"
"5431","MGI:1099809","foot","Yes",20,"MGI:1099809-foot"
"5432","MGI:1099809","foregut-midgut junction mesenchyme","Yes",15,"MGI:1099809-foregut-midgut junction mesenchyme"
"5433","MGI:1099809","forelimb bud","Yes",17,"MGI:1099809-forelimb bud"
"5434","MGI:1099809","forelimb bud mesenchyme","Yes",15,"MGI:1099809-forelimb bud mesenchyme"
"5435","MGI:1099809","forelimb bud mesenchyme","Yes",16,"MGI:1099809-forelimb bud mesenchyme"
"5436","MGI:1099809","forelimb bud mesenchyme","Yes",17,"MGI:1099809-forelimb bud mesenchyme"
"5437","MGI:1099809","future midbrain","Yes",15,"MGI:1099809-future midbrain"
"5438","MGI:1099809","genitourinary system","No",19,"MGI:1099809-genitourinary system"
"5439","MGI:1099809","genitourinary system","Yes",21,"MGI:1099809-genitourinary system"
"5440","MGI:1099809","head mesenchyme","Yes",21,"MGI:1099809-head mesenchyme"
"5441","MGI:1099809","hindlimb bud","Yes",19,"MGI:1099809-hindlimb bud"
"5442","MGI:1099809","hindlimb bud mesenchyme","Yes",16,"MGI:1099809-hindlimb bud mesenchyme"
"5443","MGI:1099809","hindlimb bud mesenchyme","Yes",17,"MGI:1099809-hindlimb bud mesenchyme"
"5444","MGI:1099809","hindlimb ridge mesenchyme","Yes",15,"MGI:1099809-hindlimb ridge mesenchyme"
"5445","MGI:1099809","infundibular recess of 3rd ventricle","Yes",17,"MGI:1099809-infundibular recess of 3rd ventricle"
"5446","MGI:1099809","inner ear epithelium","Yes",19,"MGI:1099809-inner ear epithelium"
"5447","MGI:1099809","inner ear epithelium","Yes",20,"MGI:1099809-inner ear epithelium"
"5448","MGI:1099809","lateral semicircular canal","Yes",21,"MGI:1099809-lateral semicircular canal"
"5449","MGI:1099809","left lung mesenchyme","Yes",20,"MGI:1099809-left lung mesenchyme"
"5450","MGI:1099809","left lung mesenchyme","Yes",21,"MGI:1099809-left lung mesenchyme"
"5451","MGI:1099809","left lung mesenchyme","Yes",22,"MGI:1099809-left lung mesenchyme"
"5452","MGI:1099809","limb mesenchyme","Yes",17,"MGI:1099809-limb mesenchyme"
"5453","MGI:1099809","limb mesenchyme","Yes",19,"MGI:1099809-limb mesenchyme"
"5454","MGI:1099809","lower jaw molar dental papilla","Yes",22,"MGI:1099809-lower jaw molar dental papilla"
"5455","MGI:1099809","lung","Yes",17,"MGI:1099809-lung"
"5456","MGI:1099809","lung","Yes",20,"MGI:1099809-lung"
"5457","MGI:1099809","lung","Yes",21,"MGI:1099809-lung"
"5458","MGI:1099809","lung","Yes",22,"MGI:1099809-lung"
"5459","MGI:1099809","lung mesenchyme","Yes",21,"MGI:1099809-lung mesenchyme"
"5460","MGI:1099809","mammary line","Yes",16,"MGI:1099809-mammary line"
"5461","MGI:1099809","mammary placode","Yes",19,"MGI:1099809-mammary placode"
"5462","MGI:1099809","mandible","Yes",21,"MGI:1099809-mandible"
"5463","MGI:1099809","mandible primordium","Yes",19,"MGI:1099809-mandible primordium"
"5464","MGI:1099809","mandible primordium","Yes",20,"MGI:1099809-mandible primordium"
"5465","MGI:1099809","mesenchyme derived from lateral plate","Yes",16,"MGI:1099809-mesenchyme derived from lateral plate"
"5466","MGI:1099809","metanephros","Yes",22,"MGI:1099809-metanephros"
"5467","MGI:1099809","neurohypophysis infundibulum","Yes",20,"MGI:1099809-neurohypophysis infundibulum"
"5468","MGI:1099809","oral region gland","Yes",20,"MGI:1099809-oral region gland"
"5469","MGI:1099809","otic pit","No",14,"MGI:1099809-otic pit"
"5470","MGI:1099809","otocyst","No",15,"MGI:1099809-otocyst"
"5471","MGI:1099809","otocyst","Yes",17,"MGI:1099809-otocyst"
"5472","MGI:1099809","palatal shelf","Yes",21,"MGI:1099809-palatal shelf"
"5473","MGI:1099809","palatal shelf mesenchyme","No",19,"MGI:1099809-palatal shelf mesenchyme"
"5474","MGI:1099809","palatal shelf mesenchyme","Ambiguous_NotSpecified_Contradictory",20,"MGI:1099809-palatal shelf mesenchyme"
"5475","MGI:1099809","palatal shelf mesenchyme","Yes",21,"MGI:1099809-palatal shelf mesenchyme"
"5476","MGI:1099809","pancreas primordium","Yes",17,"MGI:1099809-pancreas primordium"
"5477","MGI:1099809","pancreas primordium","Yes",19,"MGI:1099809-pancreas primordium"
"5478","MGI:1099809","posterior semicircular canal","Yes",21,"MGI:1099809-posterior semicircular canal"
"5479","MGI:1099809","right lung mesenchyme","Yes",20,"MGI:1099809-right lung mesenchyme"
"5480","MGI:1099809","right lung mesenchyme","Yes",21,"MGI:1099809-right lung mesenchyme"
"5481","MGI:1099809","right lung mesenchyme","Yes",22,"MGI:1099809-right lung mesenchyme"
"5482","MGI:1099809","salivary gland","Yes",21,"MGI:1099809-salivary gland"
"5483","MGI:1099809","submandibular gland primordium","Yes",21,"MGI:1099809-submandibular gland primordium"
"5484","MGI:1099809","tongue","Yes",19,"MGI:1099809-tongue"
"5485","MGI:1099809","tongue","Yes",20,"MGI:1099809-tongue"
"5486","MGI:1099809","tongue","Yes",21,"MGI:1099809-tongue"
"5487","MGI:1099809","trachea","Yes",21,"MGI:1099809-trachea"
"5488","MGI:1099809","trachea mesenchyme","Yes",21,"MGI:1099809-trachea mesenchyme"
"5489","MGI:1099809","trunk mesenchyme","Yes",13,"MGI:1099809-trunk mesenchyme"
"5490","MGI:1099809","trunk mesenchyme","Yes",17,"MGI:1099809-trunk mesenchyme"
"5491","MGI:1099809","upper eyelid mesenchyme","Yes",21,"MGI:1099809-upper eyelid mesenchyme"
"5492","MGI:1099809","upper eyelid mesenchyme","Yes",22,"MGI:1099809-upper eyelid mesenchyme"
"5493","MGI:1099809","vestibulo-cochlear ganglion","Yes",20,"MGI:1099809-vestibulo-cochlear ganglion"
"5494","MGI:1099818","embryo","Yes",11,"MGI:1099818-embryo"
"5495","MGI:1099818","embryo","Yes",20,"MGI:1099818-embryo"
"5496","MGI:1099818","metanephros","Yes",26,"MGI:1099818-metanephros"
"5497","MGI:1099818","node","Yes",12,"MGI:1099818-node"
"5498","MGI:1099832","embryo","Yes",20,"MGI:1099832-embryo"
"5499","MGI:1099832","submandibular gland","Yes",26,"MGI:1099832-submandibular gland"
"5500","MGI:1100089","femur","Yes",24,"MGI:1100089-femur"
"5501","MGI:1100089","femur","Ambiguous_NotSpecified_Contradictory",26,"MGI:1100089-femur"
"5502","MGI:1100089","tibia","Ambiguous_NotSpecified_Contradictory",26,"MGI:1100089-tibia"
"5503","MGI:1100492","accessory olfactory bulb","Yes",24,"MGI:1100492-accessory olfactory bulb"
"5504","MGI:1100492","cerebral cortex","Yes",26,"MGI:1100492-cerebral cortex"
"5505","MGI:1100492","forelimb bud mesenchyme","Yes",17,"MGI:1100492-forelimb bud mesenchyme"
"5506","MGI:1100492","forelimb bud mesenchyme","Yes",19,"MGI:1100492-forelimb bud mesenchyme"
"5507","MGI:1100492","humerus cartilage condensation","Ambiguous_NotSpecified_Contradictory",22,"MGI:1100492-humerus cartilage condensation"
"5508","MGI:1100492","limb skin","Yes",25,"MGI:1100492-limb skin"
"5509","MGI:1100492","lymphatic vessel","Yes",23,"MGI:1100492-lymphatic vessel"
"5510","MGI:1100492","lymphatic vessel endothelium","Yes",25,"MGI:1100492-lymphatic vessel endothelium"
"5511","MGI:1100492","renal small blood vessel","Yes",23,"MGI:1100492-renal small blood vessel"
"5512","MGI:1100492","sclerotome","Yes",15,"MGI:1100492-sclerotome"
"5513","MGI:1100492","spinal cord","Yes",21,"MGI:1100492-spinal cord"
"5514","MGI:1100492","spinal nerve","No",21,"MGI:1100492-spinal nerve"
"5515","MGI:1100492","tail somite","No",19,"MGI:1100492-tail somite"
"5516","MGI:1100492","telencephalon","Yes",26,"MGI:1100492-telencephalon"
"5517","MGI:1100492","tibia","Yes",23,"MGI:1100492-tibia"
"5518","MGI:1100492","tibia","Yes",24,"MGI:1100492-tibia"
"5519","MGI:1100492","trigeminal ganglion","Yes",21,"MGI:1100492-trigeminal ganglion"
"5520","MGI:1100492","vein endothelium","Yes",25,"MGI:1100492-vein endothelium"
"5521","MGI:1100497","cerebral cortex","Yes",26,"MGI:1100497-cerebral cortex"
"5522","MGI:1100498","brain","Yes",22,"MGI:1100498-brain"
"5523","MGI:1100498","brain","Yes",24,"MGI:1100498-brain"
"5524","MGI:1100498","embryo","Ambiguous_NotSpecified_Contradictory",16,"MGI:1100498-embryo"
"5525","MGI:1100498","embryo","Ambiguous_NotSpecified_Contradictory",23,"MGI:1100498-embryo"
"5526","MGI:1100498","head","Ambiguous_NotSpecified_Contradictory",19,"MGI:1100498-head"
"5527","MGI:1100498","head","Ambiguous_NotSpecified_Contradictory",21,"MGI:1100498-head"
"5528","MGI:1100498","head","Ambiguous_NotSpecified_Contradictory",23,"MGI:1100498-head"
"5529","MGI:1100498","hindbrain","Yes",21,"MGI:1100498-hindbrain"
"5530","MGI:1100498","lens equatorial epithelium","No",22,"MGI:1100498-lens equatorial epithelium"
"5531","MGI:1100498","lens pit","No",16,"MGI:1100498-lens pit"
"5532","MGI:1100498","lens pit","Ambiguous_NotSpecified_Contradictory",17,"MGI:1100498-lens pit"
"5533","MGI:1100498","lens pit","No",18,"MGI:1100498-lens pit"
"5534","MGI:1100498","lens placode","No",16,"MGI:1100498-lens placode"
"5535","MGI:1100498","lens vesicle","Ambiguous_NotSpecified_Contradictory",19,"MGI:1100498-lens vesicle"
"5536","MGI:1100498","lens vesicle","Ambiguous_NotSpecified_Contradictory",20,"MGI:1100498-lens vesicle"
"5537","MGI:1100498","lens vesicle epithelium","Ambiguous_NotSpecified_Contradictory",19,"MGI:1100498-lens vesicle epithelium"
"5538","MGI:1100498","lens vesicle epithelium","Yes",20,"MGI:1100498-lens vesicle epithelium"
"5539","MGI:1100498","midbrain","Yes",20,"MGI:1100498-midbrain"
"5540","MGI:1100498","midbrain","Yes",21,"MGI:1100498-midbrain"
"5541","MGI:1100498","midbrain","Yes",22,"MGI:1100498-midbrain"
"5542","MGI:1100498","midbrain","Yes",23,"MGI:1100498-midbrain"
"5543","MGI:1100511","brain","Yes",22,"MGI:1100511-brain"
"5544","MGI:1100511","brain","Yes",24,"MGI:1100511-brain"
"5545","MGI:1100511","brain","Yes",26,"MGI:1100511-brain"
"5546","MGI:1100513","cornea stroma","Yes",22,"MGI:1100513-cornea stroma"
"5547","MGI:1100513","cornea stroma","Yes",25,"MGI:1100513-cornea stroma"
"5548","MGI:1100513","digit mesenchyme","Yes",22,"MGI:1100513-digit mesenchyme"
"5549","MGI:1100513","footplate apical ectodermal ridge","Yes",19,"MGI:1100513-footplate apical ectodermal ridge"
"5550","MGI:1100513","forelimb","Yes",20,"MGI:1100513-forelimb"
"5551","MGI:1100513","forelimb bud","Yes",17,"MGI:1100513-forelimb bud"
"5552","MGI:1100513","forelimb bud","Yes",19,"MGI:1100513-forelimb bud"
"5553","MGI:1100513","forelimb bud apical ectodermal ridge","Yes",17,"MGI:1100513-forelimb bud apical ectodermal ridge"
"5554","MGI:1100513","forelimb bud mesenchyme","Yes",15,"MGI:1100513-forelimb bud mesenchyme"
"5555","MGI:1100513","forelimb bud mesenchyme","Yes",17,"MGI:1100513-forelimb bud mesenchyme"
"5556","MGI:1100513","forelimb bud mesenchyme","Yes",19,"MGI:1100513-forelimb bud mesenchyme"
"5557","MGI:1100513","forelimb digit 1","Ambiguous_NotSpecified_Contradictory",22,"MGI:1100513-forelimb digit 1"
"5558","MGI:1100513","forelimb digit 1 mesenchyme","Yes",22,"MGI:1100513-forelimb digit 1 mesenchyme"
"5559","MGI:1100513","forelimb digit 2","No",22,"MGI:1100513-forelimb digit 2"
"5560","MGI:1100513","forelimb digit 2 mesenchyme","Yes",22,"MGI:1100513-forelimb digit 2 mesenchyme"
"5561","MGI:1100513","forelimb digit 3","Ambiguous_NotSpecified_Contradictory",22,"MGI:1100513-forelimb digit 3"
"5562","MGI:1100513","forelimb digit 3 mesenchyme","Yes",22,"MGI:1100513-forelimb digit 3 mesenchyme"
"5563","MGI:1100513","forelimb digit 4","Yes",22,"MGI:1100513-forelimb digit 4"
"5564","MGI:1100513","forelimb digit 5","Yes",22,"MGI:1100513-forelimb digit 5"
"5565","MGI:1100513","future arm mesenchyme","Yes",19,"MGI:1100513-future arm mesenchyme"
"5566","MGI:1100513","future spinal cord","Yes",17,"MGI:1100513-future spinal cord"
"5567","MGI:1100513","handplate apical ectodermal ridge","Yes",19,"MGI:1100513-handplate apical ectodermal ridge"
"5568","MGI:1100513","handplate mesenchyme","Yes",19,"MGI:1100513-handplate mesenchyme"
"5569","MGI:1100513","hindbrain","No",17,"MGI:1100513-hindbrain"
"5570","MGI:1100513","hindbrain","Yes",19,"MGI:1100513-hindbrain"
"5571","MGI:1100513","hindbrain","Yes",20,"MGI:1100513-hindbrain"
"5572","MGI:1100513","hindlimb","Yes",20,"MGI:1100513-hindlimb"
"5573","MGI:1100513","hindlimb bud ectoderm","Yes",17,"MGI:1100513-hindlimb bud ectoderm"
"5574","MGI:1100513","limb","Yes",20,"MGI:1100513-limb"
"5575","MGI:1100513","limb","Yes",22,"MGI:1100513-limb"
"5576","MGI:1100513","limb digit","Yes",22,"MGI:1100513-limb digit"
"5577","MGI:1100513","limb digit","Yes",23,"MGI:1100513-limb digit"
"5578","MGI:1100513","limb interdigital region","No",22,"MGI:1100513-limb interdigital region"
"5579","MGI:1100513","limb mesenchyme","Yes",18,"MGI:1100513-limb mesenchyme"
"5580","MGI:1100513","limb mesenchyme","Yes",19,"MGI:1100513-limb mesenchyme"
"5581","MGI:1100513","midbrain","Yes",17,"MGI:1100513-midbrain"
"5582","MGI:1100513","neural tube lateral wall","Yes",19,"MGI:1100513-neural tube lateral wall"
"5583","MGI:1100514","epidermis","Yes",25,"MGI:1100514-epidermis"
"5584","MGI:1100514","liver","Yes",22,"MGI:1100514-liver"
"5585","MGI:1100535","brain","Ambiguous_NotSpecified_Contradictory",23,"MGI:1100535-brain"
"5586","MGI:1100535","embryo","Yes",15,"MGI:1100535-embryo"
"5587","MGI:1100535","spinal cord","Yes",26,"MGI:1100535-spinal cord"
"5588","MGI:1100537","extraembryonic component","Yes",20,"MGI:1100537-extraembryonic component"
"5589","MGI:1100537","placenta","Yes",28,"MGI:1100537-placenta"
"5590","MGI:1100836","1-cell stage conceptus","No",1,"MGI:1100836-1-cell stage conceptus"
"5591","MGI:1100836","2-cell stage conceptus","No",2,"MGI:1100836-2-cell stage conceptus"
"5592","MGI:1100842","germ cell of testis","Yes",24,"MGI:1100842-germ cell of testis"
"5593","MGI:1100842","ureteric tip","Yes",20,"MGI:1100842-ureteric tip"
"5594","MGI:1100845","epidermis","Yes",23,"MGI:1100845-epidermis"
"5595","MGI:1100845","epidermis","No",24,"MGI:1100845-epidermis"
"5596","MGI:1100845","epidermis","No",26,"MGI:1100845-epidermis"
"5597","MGI:1100845","lower jaw molar","Yes",25,"MGI:1100845-lower jaw molar"
"5598","MGI:1100845","mandible","Yes",21,"MGI:1100845-mandible"
"5599","MGI:1100845","mandible","Yes",22,"MGI:1100845-mandible"
"5600","MGI:1100845","primary palate epithelium","No",21,"MGI:1100845-primary palate epithelium"
"5601","MGI:1100845","primary palate epithelium","No",22,"MGI:1100845-primary palate epithelium"
"5602","MGI:1100845","primary palate epithelium","Yes",23,"MGI:1100845-primary palate epithelium"
"5603","MGI:1100845","skin","Yes",23,"MGI:1100845-skin"
"5604","MGI:1100845","skin","Ambiguous_NotSpecified_Contradictory",24,"MGI:1100845-skin"
"5605","MGI:1100845","skin","Ambiguous_NotSpecified_Contradictory",25,"MGI:1100845-skin"
"5606","MGI:1100845","skin","Ambiguous_NotSpecified_Contradictory",26,"MGI:1100845-skin"
"5607","MGI:1100845","urothelium of bladder","Yes",24,"MGI:1100845-urothelium of bladder"
"5608","MGI:1100845","urothelium of bladder","Yes",26,"MGI:1100845-urothelium of bladder"
"5609","MGI:1100846","blastocyst-stage conceptus","Yes",4,"MGI:1100846-blastocyst-stage conceptus"
"5610","MGI:1100848","1-cell stage conceptus","No",1,"MGI:1100848-1-cell stage conceptus"
"5611","MGI:1100848","2-cell stage conceptus","No",2,"MGI:1100848-2-cell stage conceptus"
"5612","MGI:1100850","1st branchial arch mandibular component","Yes",17,"MGI:1100850-1st branchial arch mandibular component"
"5613","MGI:1100850","1st branchial arch mandibular component mesenchyme","Yes",17,"MGI:1100850-1st branchial arch mandibular component mesenchyme"
"5614","MGI:1100850","heart","Yes",17,"MGI:1100850-heart"
"5615","MGI:1100850","limb","Yes",17,"MGI:1100850-limb"
"5616","MGI:1100850","trunk somite","Yes",17,"MGI:1100850-trunk somite"
"5617","MGI:1100863","1-cell stage conceptus","Yes",1,"MGI:1100863-1-cell stage conceptus"
"5618","MGI:1100863","2-cell stage conceptus","Yes",2,"MGI:1100863-2-cell stage conceptus"
"5619","MGI:1100864","lung","Ambiguous_NotSpecified_Contradictory",26,"MGI:1100864-lung"
"5620","MGI:1100864","node","Yes",12,"MGI:1100864-node"
"5621","MGI:1100874","brain","Ambiguous_NotSpecified_Contradictory",21,"MGI:1100874-brain"
"5622","MGI:1100874","cerebellum","Yes",26,"MGI:1100874-cerebellum"
"5623","MGI:1100874","cerebellum external granule cell layer","Yes",26,"MGI:1100874-cerebellum external granule cell layer"
"5624","MGI:1100874","cerebral cortex","Yes",22,"MGI:1100874-cerebral cortex"
"5625","MGI:1100874","cerebral cortex ventricular layer","Ambiguous_NotSpecified_Contradictory",21,"MGI:1100874-cerebral cortex ventricular layer"
"5626","MGI:1100874","cortical preplate","Ambiguous_NotSpecified_Contradictory",21,"MGI:1100874-cortical preplate"
"5627","MGI:1100874","embryo","No",21,"MGI:1100874-embryo"
"5628","MGI:1100874","head","Ambiguous_NotSpecified_Contradictory",21,"MGI:1100874-head"
"5629","MGI:1100874","heart","Ambiguous_NotSpecified_Contradictory",21,"MGI:1100874-heart"
"5630","MGI:1100874","liver","Ambiguous_NotSpecified_Contradictory",21,"MGI:1100874-liver"
"5631","MGI:1100874","lung","Ambiguous_NotSpecified_Contradictory",21,"MGI:1100874-lung"
"5632","MGI:1100874","metanephros","Ambiguous_NotSpecified_Contradictory",21,"MGI:1100874-metanephros"
"5633","MGI:1100874","nasal cavity epithelium","Yes",22,"MGI:1100874-nasal cavity epithelium"
"5634","MGI:1100874","skeletal muscle","Ambiguous_NotSpecified_Contradictory",21,"MGI:1100874-skeletal muscle"
"5635","MGI:1100874","spinal cord","Ambiguous_NotSpecified_Contradictory",21,"MGI:1100874-spinal cord"
"5636","MGI:1100874","sympathetic ganglion","Ambiguous_NotSpecified_Contradictory",21,"MGI:1100874-sympathetic ganglion"
"5637","MGI:1100874","tail","Ambiguous_NotSpecified_Contradictory",21,"MGI:1100874-tail"
"5638","MGI:1100874","tail somite","Ambiguous_NotSpecified_Contradictory",21,"MGI:1100874-tail somite"
"5639","MGI:1100874","tectum","Yes",22,"MGI:1100874-tectum"
"5640","MGI:1100874","telencephalon","Ambiguous_NotSpecified_Contradictory",21,"MGI:1100874-telencephalon"
"5641","MGI:1100882","adrenal gland","Yes",21,"MGI:1100882-adrenal gland"
"5642","MGI:1100882","adrenal gland","Yes",22,"MGI:1100882-adrenal gland"
"5643","MGI:1100882","adrenal gland","Yes",23,"MGI:1100882-adrenal gland"
"5644","MGI:1100882","adrenal gland","Yes",24,"MGI:1100882-adrenal gland"
"5645","MGI:1100882","adrenal medulla","Yes",22,"MGI:1100882-adrenal medulla"
"5646","MGI:1100882","cranial ganglion","Yes",20,"MGI:1100882-cranial ganglion"
"5647","MGI:1100882","esophagus","Yes",20,"MGI:1100882-esophagus"
"5648","MGI:1100882","esophagus","Yes",21,"MGI:1100882-esophagus"
"5649","MGI:1100882","facial ganglion","No",17,"MGI:1100882-facial ganglion"
"5650","MGI:1100882","facial ganglion","Ambiguous_NotSpecified_Contradictory",20,"MGI:1100882-facial ganglion"
"5651","MGI:1100882","facial ganglion","Yes",22,"MGI:1100882-facial ganglion"
"5652","MGI:1100882","future spinal cord","Yes",16,"MGI:1100882-future spinal cord"
"5653","MGI:1100882","glossopharyngeal ganglion","No",17,"MGI:1100882-glossopharyngeal ganglion"
"5654","MGI:1100882","hindbrain","Ambiguous_NotSpecified_Contradictory",17,"MGI:1100882-hindbrain"
"5655","MGI:1100882","hindbrain","Yes",19,"MGI:1100882-hindbrain"
"5656","MGI:1100882","hindbrain","Yes",20,"MGI:1100882-hindbrain"
"5657","MGI:1100882","hindbrain","Yes",26,"MGI:1100882-hindbrain"
"5658","MGI:1100882","hindgut","Yes",21,"MGI:1100882-hindgut"
"5659","MGI:1100882","inferior cervical ganglion","Yes",21,"MGI:1100882-inferior cervical ganglion"
"5660","MGI:1100882","intestine","Yes",21,"MGI:1100882-intestine"
"5661","MGI:1100882","metencephalon","Yes",20,"MGI:1100882-metencephalon"
"5662","MGI:1100882","midbrain","Ambiguous_NotSpecified_Contradictory",17,"MGI:1100882-midbrain"
"5663","MGI:1100882","migrating neural crest","Yes",20,"MGI:1100882-migrating neural crest"
"5664","MGI:1100882","myelencephalon","Yes",18,"MGI:1100882-myelencephalon"
"5665","MGI:1100882","otic ganglion","Yes",21,"MGI:1100882-otic ganglion"
"5666","MGI:1100882","pancreas","Yes",23,"MGI:1100882-pancreas"
"5667","MGI:1100882","pancreas","Yes",25,"MGI:1100882-pancreas"
"5668","MGI:1100882","parasympathetic ganglion","Yes",21,"MGI:1100882-parasympathetic ganglion"
"5669","MGI:1100882","pigmented retinal epithelium","No",21,"MGI:1100882-pigmented retinal epithelium"
"5670","MGI:1100882","rhombomere 2","Yes",16,"MGI:1100882-rhombomere 2"
"5671","MGI:1100882","rhombomere 2","Yes",17,"MGI:1100882-rhombomere 2"
"5672","MGI:1100882","rhombomere 3","Yes",16,"MGI:1100882-rhombomere 3"
"5673","MGI:1100882","rhombomere 3","Yes",17,"MGI:1100882-rhombomere 3"
"5674","MGI:1100882","rhombomere 4","Yes",15,"MGI:1100882-rhombomere 4"
"5675","MGI:1100882","rhombomere 4","Yes",16,"MGI:1100882-rhombomere 4"
"5676","MGI:1100882","rhombomere 4","Yes",17,"MGI:1100882-rhombomere 4"
"5677","MGI:1100882","rhombomere 4","Yes",18,"MGI:1100882-rhombomere 4"
"5678","MGI:1100882","rhombomere 4 marginal layer","Yes",18,"MGI:1100882-rhombomere 4 marginal layer"
"5679","MGI:1100882","rhombomere 4 ventricular layer","Yes",16,"MGI:1100882-rhombomere 4 ventricular layer"
"5680","MGI:1100882","rhombomere 4 ventricular layer","Ambiguous_NotSpecified_Contradictory",18,"MGI:1100882-rhombomere 4 ventricular layer"
"5681","MGI:1100882","rhombomere 5","Yes",16,"MGI:1100882-rhombomere 5"
"5682","MGI:1100882","rhombomere 5","Yes",17,"MGI:1100882-rhombomere 5"
"5683","MGI:1100882","rhombomere 5","Yes",18,"MGI:1100882-rhombomere 5"
"5684","MGI:1100882","rhombomere 6","Yes",16,"MGI:1100882-rhombomere 6"
"5685","MGI:1100882","rhombomere 6","Yes",17,"MGI:1100882-rhombomere 6"
"5686","MGI:1100882","rhombomere 6","Yes",18,"MGI:1100882-rhombomere 6"
"5687","MGI:1100882","rhombomere 7","Yes",16,"MGI:1100882-rhombomere 7"
"5688","MGI:1100882","rhombomere 8","Yes",16,"MGI:1100882-rhombomere 8"
"5689","MGI:1100882","sphenopalatine ganglion","Yes",21,"MGI:1100882-sphenopalatine ganglion"
"5690","MGI:1100882","sphenopalatine ganglion","Yes",24,"MGI:1100882-sphenopalatine ganglion"
"5691","MGI:1100882","stomach","Yes",21,"MGI:1100882-stomach"
"5692","MGI:1100882","superior cervical ganglion","Yes",21,"MGI:1100882-superior cervical ganglion"
"5693","MGI:1100882","sympathetic ganglion","Yes",19,"MGI:1100882-sympathetic ganglion"
"5694","MGI:1100882","sympathetic ganglion","Yes",20,"MGI:1100882-sympathetic ganglion"
"5695","MGI:1100882","sympathetic ganglion","No",21,"MGI:1100882-sympathetic ganglion"
"5696","MGI:1100882","sympathetic ganglion","No",22,"MGI:1100882-sympathetic ganglion"
"5697","MGI:1100882","sympathetic ganglion","No",23,"MGI:1100882-sympathetic ganglion"
"5698","MGI:1100882","sympathetic ganglion","No",24,"MGI:1100882-sympathetic ganglion"
"5699","MGI:1100882","sympathetic nervous system","Yes",17,"MGI:1100882-sympathetic nervous system"
"5700","MGI:1100882","thoracic ganglion","Yes",19,"MGI:1100882-thoracic ganglion"
"5701","MGI:1100882","thoracic ganglion","Yes",20,"MGI:1100882-thoracic ganglion"
"5702","MGI:1100882","trigeminal ganglion","Yes",20,"MGI:1100882-trigeminal ganglion"
"5703","MGI:1100882","vagus ganglion","Yes",17,"MGI:1100882-vagus ganglion"
