"","MGI.ID","MP.ID","MP.Term","mp.description","EMAPA.ID","EMAPA.Term","Gene.Anatomy","mp.ancestors","TS28.mutant.expression.detected","TS28.wt.expression.detected","Mutant.WT.Expression"
"155","MGI:105097","MP:0001698","decreased embryo size","growth/size/body region phenotype","EMAPA:16039","embryo","MGI:105097-embryo","MP:0005378","Yes","Yes","Yes-Yes"
"156","MGI:105097","MP:0001698","decreased embryo size","embryo phenotype","EMAPA:16039","embryo","MGI:105097-embryo","MP:0005380","Yes","Yes","Yes-Yes"
"157","MGI:99604","MP:0001726","abnormal allantois morphology","embryo phenotype","EMAPA:16107","allantois","MGI:99604-allantois","MP:0005380","Yes","Yes","Yes-Yes"
"158","MGI:1861437","MP:0000598","abnormal liver morphology","liver/biliary system phenotype","EMAPA:16846","liver","MGI:1861437-liver","MP:0005370","Yes","Yes","Yes-Yes"
"159","MGI:95728","MP:0004592","small mandible","craniofacial phenotype","EMAPA:18290","mandible","MGI:95728-mandible","MP:0005382","No","Yes","No-Yes"
"160","MGI:95728","MP:0004592","small mandible","skeleton phenotype","EMAPA:18290","mandible","MGI:95728-mandible","MP:0005390","No","Yes","No-Yes"
"161","MGI:88523","MP:0001304","cataract","vision/eye phenotype","EMAPA:17838","lens","MGI:88523-lens","MP:0005391","Yes","Yes","Yes-Yes"
"162","MGI:95294","MP:0002270","abnormal pulmonary alveolus morphology","respiratory system phenotype","EMAPA:32682","lung alveolus","MGI:95294-lung alveolus","MP:0005388","Yes","Yes","Yes-Yes"
"163","MGI:95294","MP:0001177","atelectasis","respiratory system phenotype","EMAPA:16728","lung","MGI:95294-lung","MP:0005388","Yes","Yes","Yes-Yes"
"164","MGI:95294","MP:0001218","thin epidermis","integument phenotype","EMAPA:17528","epidermis","MGI:95294-epidermis","MP:0010771","Yes","Yes","Yes-Yes"
"165","MGI:95668","MP:0000841","abnormal hindbrain morphology","nervous system phenotype","EMAPA:16916","hindbrain","MGI:95668-hindbrain","MP:0003631","Yes","Yes","Yes-Yes"
"166","MGI:95668","MP:0000848","abnormal pons morphology","nervous system phenotype","EMAPA:17563","pons","MGI:95668-pons","MP:0003631","Yes","Yes","Yes-Yes"
"167","MGI:95668","MP:0004310","small otic vesicle","hearing/vestibular/ear phenotype","EMAPA:16669","otocyst","MGI:95668-otocyst","MP:0005377","Yes","Yes","Yes-Yes"
"168","MGI:95668","MP:0012132","abnormal midbrain-hindbrain boundary morphology","nervous system phenotype","EMAPA:32857","midbrain-hindbrain junction","MGI:95668-midbrain-hindbrain junction","MP:0003631","Yes","Yes","Yes-Yes"
"169","MGI:99480","MP:0001780","decreased brown adipose tissue amount","adipose tissue phenotype","EMAPA:19209","brown fat","MGI:99480-brown fat","MP:0005375","Yes","Yes","Yes-Yes"
"170","MGI:1347476","MP:0000474","abnormal foregut morphology","digestive/alimentary phenotype","EMAPA:16548","foregut","MGI:1347476-foregut","MP:0005381","Yes","Yes","Yes-Yes"
"171","MGI:1347476","MP:0002151","abnormal neural tube morphology","nervous system phenotype","EMAPA:16757","tail neural tube","MGI:1347476-tail neural tube","MP:0003631","Yes","Yes","Yes-Yes"
"172","MGI:1347476","MP:0002151","abnormal neural tube morphology","embryo phenotype","EMAPA:16757","tail neural tube","MGI:1347476-tail neural tube","MP:0005380","Yes","Yes","Yes-Yes"
"173","MGI:1347476","MP:0000926","absent floor plate","nervous system phenotype","EMAPA:32684","floor plate","MGI:1347476-floor plate","MP:0003631","Yes","Yes","Yes-Yes"
"174","MGI:1347476","MP:0000926","absent floor plate","embryo phenotype","EMAPA:32684","floor plate","MGI:1347476-floor plate","MP:0005380","Yes","Yes","Yes-Yes"
"175","MGI:1347476","MP:0003400","kinked neural tube","nervous system phenotype","EMAPA:16757","tail neural tube","MGI:1347476-tail neural tube","MP:0003631","Yes","Yes","Yes-Yes"
"176","MGI:1347476","MP:0003400","kinked neural tube","embryo phenotype","EMAPA:16757","tail neural tube","MGI:1347476-tail neural tube","MP:0005380","Yes","Yes","Yes-Yes"
"177","MGI:1347476","MP:0009331","absent primitive node","embryo phenotype","EMAPA:16075","node","MGI:1347476-node","MP:0005380","Yes","Yes","Yes-Yes"
"178","MGI:1347476","MP:0011183","abnormal primitive endoderm morphology","embryo phenotype","EMAPA:16051","primitive endoderm","MGI:1347476-primitive endoderm","MP:0005380","Yes","Yes","Yes-Yes"
"179","MGI:109337","MP:0001698","decreased embryo size","growth/size/body region phenotype","EMAPA:16039","embryo","MGI:109337-embryo","MP:0005378","Yes","Yes","Yes-Yes"
"180","MGI:109337","MP:0001698","decreased embryo size","embryo phenotype","EMAPA:16039","embryo","MGI:109337-embryo","MP:0005380","Yes","Yes","Yes-Yes"
"181","MGI:106918","MP:0005294","abnormal heart ventricle morphology","cardiovascular system phenotype","EMAPA:17331","heart ventricle","MGI:106918-heart ventricle","MP:0005385","Yes","Yes","Yes-Yes"
"182","MGI:107160","MP:0006090","abnormal utricle morphology","hearing/vestibular/ear phenotype","EMAPA:17293","utricle","MGI:107160-utricle","MP:0005377","Yes","Yes","Yes-Yes"
"183","MGI:1347466","MP:0001312","abnormal cornea morphology","vision/eye phenotype","EMAPA:17161","cornea","MGI:1347466-cornea","MP:0005391","Yes","Yes","Yes-Yes"
"184","MGI:1347466","MP:0006000","abnormal corneal epithelium morphology","vision/eye phenotype","EMAPA:17162","cornea epithelium","MGI:1347466-cornea epithelium","MP:0005391","Yes","No","Yes-No"
"185","MGI:1347466","MP:0006354","abnormal fourth pharyngeal arch artery morphology","embryo phenotype","EMAPA:17004","4th arch artery","MGI:1347466-4th arch artery","MP:0005380","Yes","Yes","Yes-Yes"
"186","MGI:1347466","MP:0006354","abnormal fourth pharyngeal arch artery morphology","craniofacial phenotype","EMAPA:17004","4th arch artery","MGI:1347466-4th arch artery","MP:0005382","Yes","Yes","Yes-Yes"
"187","MGI:1347466","MP:0006354","abnormal fourth pharyngeal arch artery morphology","cardiovascular system phenotype","EMAPA:17004","4th arch artery","MGI:1347466-4th arch artery","MP:0005385","Yes","Yes","Yes-Yes"
"188","MGI:1347466","MP:0020854","increased corneal epithelium thickness","vision/eye phenotype","EMAPA:17162","cornea epithelium","MGI:1347466-cornea epithelium","MP:0005391","Yes","No","Yes-No"
"189","MGI:94885","MP:0002190","disorganized myocardium","muscle phenotype","EMAPA:32688","cardiac muscle tissue","MGI:94885-cardiac muscle tissue","MP:0005369","Yes","Yes","Yes-Yes"
"190","MGI:94885","MP:0002190","disorganized myocardium","cardiovascular system phenotype","EMAPA:32688","cardiac muscle tissue","MGI:94885-cardiac muscle tissue","MP:0005385","Yes","Yes","Yes-Yes"
"191","MGI:94885","MP:0000274","enlarged heart","cardiovascular system phenotype","EMAPA:16105","heart","MGI:94885-heart","MP:0005385","Yes","Yes","Yes-Yes"
"192","MGI:94885","MP:0002652","thin myocardium","muscle phenotype","EMAPA:32688","cardiac muscle tissue","MGI:94885-cardiac muscle tissue","MP:0005369","Yes","Yes","Yes-Yes"
"193","MGI:94885","MP:0002652","thin myocardium","cardiovascular system phenotype","EMAPA:32688","cardiac muscle tissue","MGI:94885-cardiac muscle tissue","MP:0005385","Yes","Yes","Yes-Yes"
"194","MGI:94885","MP:0005329","abnormal myocardium layer morphology","muscle phenotype","EMAPA:32688","cardiac muscle tissue","MGI:94885-cardiac muscle tissue","MP:0005369","Yes","Yes","Yes-Yes"
"195","MGI:94885","MP:0005329","abnormal myocardium layer morphology","cardiovascular system phenotype","EMAPA:32688","cardiac muscle tissue","MGI:94885-cardiac muscle tissue","MP:0005385","Yes","Yes","Yes-Yes"
"196","MGI:94885","MP:0001625","cardiac hypertrophy","cardiovascular system phenotype","EMAPA:16105","heart","MGI:94885-heart","MP:0005385","Yes","Yes","Yes-Yes"
"197","MGI:94885","MP:0005608","cardiac interstitial fibrosis","cardiovascular system phenotype","EMAPA:16105","heart","MGI:94885-heart","MP:0005385","Yes","Yes","Yes-Yes"
"198","MGI:94885","MP:0005598","decreased ventricle muscle contractility","muscle phenotype","EMAPA:32748","ventricle cardiac muscle","MGI:94885-ventricle cardiac muscle","MP:0005369","Yes","Yes","Yes-Yes"
"199","MGI:94885","MP:0005598","decreased ventricle muscle contractility","cardiovascular system phenotype","EMAPA:32748","ventricle cardiac muscle","MGI:94885-ventricle cardiac muscle","MP:0005385","Yes","Yes","Yes-Yes"
"200","MGI:96217","MP:0002152","abnormal brain morphology","nervous system phenotype","EMAPA:16894","brain","MGI:96217-brain","MP:0003631","Yes","Yes","Yes-Yes"
"201","MGI:96217","MP:0002628","hepatic steatosis","liver/biliary system phenotype","EMAPA:16846","liver","MGI:96217-liver","MP:0005370","Yes","Yes","Yes-Yes"
"202","MGI:96257","MP:0001698","decreased embryo size","growth/size/body region phenotype","EMAPA:16039","embryo","MGI:96257-embryo","MP:0005378","Yes","Yes","Yes-Yes"
"203","MGI:96257","MP:0001698","decreased embryo size","embryo phenotype","EMAPA:16039","embryo","MGI:96257-embryo","MP:0005380","Yes","Yes","Yes-Yes"
"204","MGI:1306784","MP:0003105","abnormal heart atrium morphology","cardiovascular system phenotype","EMAPA:16688","heart atrium","MGI:1306784-heart atrium","MP:0005385","Yes","Yes","Yes-Yes"
"205","MGI:1306784","MP:0006065","abnormal heart position or orientation","cardiovascular system phenotype","EMAPA:16105","heart","MGI:1306784-heart","MP:0005385","Yes","Yes","Yes-Yes"
"206","MGI:96603","MP:0003057","abnormal epicardium morphology","cardiovascular system phenotype","EMAPA:16589","visceral pericardium","MGI:96603-visceral pericardium","MP:0005385","No","Yes","No-Yes"
"207","MGI:87853","MP:0002095","abnormal skin pigmentation","pigmentation phenotype","EMAPA:17525","skin","MGI:87853-skin","MP:0001186","Yes","Yes","Yes-Yes"
"208","MGI:87853","MP:0002095","abnormal skin pigmentation","integument phenotype","EMAPA:17525","skin","MGI:87853-skin","MP:0010771","Yes","Yes","Yes-Yes"
"209","MGI:95522","MP:0011260","abnormal head mesenchyme morphology","growth/size/body region phenotype","EMAPA:16098","head mesenchyme","MGI:95522-head mesenchyme","MP:0005378","No","Yes","No-Yes"
"210","MGI:95522","MP:0011260","abnormal head mesenchyme morphology","embryo phenotype","EMAPA:16098","head mesenchyme","MGI:95522-head mesenchyme","MP:0005380","No","Yes","No-Yes"
"211","MGI:95522","MP:0012183","decreased paraxial mesoderm size","embryo phenotype","EMAPA:16183","trunk paraxial mesenchyme","MGI:95522-trunk paraxial mesenchyme","MP:0005380","Yes","Yes","Yes-Yes"
"212","MGI:95522","MP:0012183","decreased paraxial mesoderm size","embryo phenotype","EMAPA:16751","tail paraxial mesenchyme","MGI:95522-tail paraxial mesenchyme","MP:0005380","Yes","Yes","Yes-Yes"
"213","MGI:95522","MP:0011732","decreased somite size","embryo phenotype","EMAPA:31169","somite","MGI:95522-somite","MP:0005380","Yes","Yes","Yes-Yes"
"214","MGI:109482","MP:0002152","abnormal brain morphology","nervous system phenotype","EMAPA:16894","brain","MGI:109482-brain","MP:0003631","Yes","Yes","Yes-Yes"
"215","MGI:88026","MP:0000852","small cerebellum","nervous system phenotype","EMAPA:17787","cerebellum","MGI:88026-cerebellum","MP:0003631","Yes","Yes","Yes-Yes"
"216","MGI:95388","MP:0000520","absent kidney","renal/urinary system phenotype","EMAPA:17373","metanephros","MGI:95388-metanephros","MP:0005367","Yes","Yes","Yes-Yes"
"217","MGI:95388","MP:0009074","Wolffian duct degeneration","embryo phenotype","EMAPA:16577","nephric duct","MGI:95388-nephric duct","MP:0005380","Yes","Yes","Yes-Yes"
"218","MGI:95296","MP:0001056","abnormal cranial nerve morphology","nervous system phenotype","EMAPA:17264","cranial nerve","MGI:95296-cranial nerve","MP:0003631","Yes","Yes","Yes-Yes"
"219","MGI:95296","MP:0001092","abnormal trigeminal ganglion morphology","nervous system phenotype","EMAPA:16797","trigeminal ganglion","MGI:95296-trigeminal ganglion","MP:0003631","Yes","Yes","Yes-Yes"
"220","MGI:95296","MP:0012805","decreased rhombomere 6 size","nervous system phenotype","EMAPA:16500","rhombomere 6","MGI:95296-rhombomere 6","MP:0003631","Yes","No","Yes-No"
"221","MGI:95296","MP:0012805","decreased rhombomere 6 size","embryo phenotype","EMAPA:16500","rhombomere 6","MGI:95296-rhombomere 6","MP:0005380","Yes","No","Yes-No"
"222","MGI:1096359","MP:0003456","absent tail","limbs/digits/tail phenotype","EMAPA:16748","tail","MGI:1096359-tail","MP:0005371","Yes","Yes","Yes-Yes"
"223","MGI:1096359","MP:0000585","kinked tail","limbs/digits/tail phenotype","EMAPA:16748","tail","MGI:1096359-tail","MP:0005371","Yes","Yes","Yes-Yes"
"224","MGI:1096359","MP:0000592","short tail","limbs/digits/tail phenotype","EMAPA:16748","tail","MGI:1096359-tail","MP:0005371","Yes","Yes","Yes-Yes"
"225","MGI:95408","MP:0000208","decreased hematocrit","hematopoietic system phenotype","EMAPA:16332","blood","MGI:95408-blood","MP:0005397","No","Yes","No-Yes"
"226","MGI:95408","MP:0005564","increased hemoglobin content","hematopoietic system phenotype","EMAPA:16332","blood","MGI:95408-blood","MP:0005397","No","Yes","No-Yes"
"227","MGI:1333870","MP:0010403","atrial septal defect","cardiovascular system phenotype","EMAPA:17011","interatrial septum","MGI:1333870-interatrial septum","MP:0005385","Yes","Yes","Yes-Yes"
"228","MGI:87883","MP:0000558","abnormal tibia morphology","limbs/digits/tail phenotype","EMAPA:19142","tibia","MGI:87883-tibia","MP:0005371","Yes","Yes","Yes-Yes"
"229","MGI:87883","MP:0000558","abnormal tibia morphology","skeleton phenotype","EMAPA:19142","tibia","MGI:87883-tibia","MP:0005390","Yes","Yes","Yes-Yes"
"230","MGI:87905","MP:0002190","disorganized myocardium","muscle phenotype","EMAPA:32688","cardiac muscle tissue","MGI:87905-cardiac muscle tissue","MP:0005369","Yes","Yes","Yes-Yes"
"231","MGI:87905","MP:0002190","disorganized myocardium","cardiovascular system phenotype","EMAPA:32688","cardiac muscle tissue","MGI:87905-cardiac muscle tissue","MP:0005385","Yes","Yes","Yes-Yes"
"232","MGI:88354","MP:0012102","absent trophectoderm","embryo phenotype","EMAPA:16046","trophectoderm","MGI:88354-trophectoderm","MP:0005380","Yes","Yes","Yes-Yes"
"233","MGI:104659","MP:0004066","abnormal primitive node morphology","embryo phenotype","EMAPA:16075","node","MGI:104659-node","MP:0005380","Yes","No","Yes-No"
"234","MGI:104659","MP:0004132","absent embryonic cilia","embryo phenotype","EMAPA:16075","node","MGI:104659-node","MP:0005380","Yes","No","Yes-No"
"235","MGI:104659","MP:0004132","absent embryonic cilia","cellular phenotype","EMAPA:16075","node","MGI:104659-node","MP:0005384","Yes","No","Yes-No"
"236","MGI:104659","MP:0008029","abnormal paraxial mesoderm morphology","embryo phenotype","EMAPA:16183","trunk paraxial mesenchyme","MGI:104659-trunk paraxial mesenchyme","MP:0005380","Yes","Yes","Yes-Yes"
"237","MGI:104659","MP:0008029","abnormal paraxial mesoderm morphology","embryo phenotype","EMAPA:16751","tail paraxial mesenchyme","MGI:104659-tail paraxial mesenchyme","MP:0005380","Yes","Yes","Yes-Yes"
"238","MGI:1341884","MP:0002833","increased heart weight","cardiovascular system phenotype","EMAPA:16105","heart","MGI:1341884-heart","MP:0005385","Yes","Yes","Yes-Yes"
"239","MGI:1341884","MP:0003141","cardiac fibrosis","cardiovascular system phenotype","EMAPA:16105","heart","MGI:1341884-heart","MP:0005385","Yes","Yes","Yes-Yes"
"240","MGI:103302","MP:0001293","anophthalmia","vision/eye phenotype","EMAPA:16198","eye","MGI:103302-eye","MP:0005391","Yes","Yes","Yes-Yes"
"241","MGI:103302","MP:0001297","microphthalmia","vision/eye phenotype","EMAPA:16198","eye","MGI:103302-eye","MP:0005391","Yes","Yes","Yes-Yes"
"242","MGI:88258","MP:0004852","decreased testis weight","endocrine/exocrine gland phenotype","EMAPA:17972","testis","MGI:88258-testis","MP:0005379","Yes","Yes","Yes-Yes"
"243","MGI:88258","MP:0004852","decreased testis weight","reproductive system phenotype","EMAPA:17972","testis","MGI:88258-testis","MP:0005389","Yes","Yes","Yes-Yes"
"244","MGI:1097716","MP:0000787","abnormal telencephalon morphology","nervous system phenotype","EMAPA:16910","telencephalon","MGI:1097716-telencephalon","MP:0003631","Yes","Yes","Yes-Yes"
"245","MGI:1097716","MP:0000832","abnormal thalamus morphology","nervous system phenotype","EMAPA:17540","thalamus","MGI:1097716-thalamus","MP:0003631","Yes","Yes","Yes-Yes"
"246","MGI:1097716","MP:0000819","abnormal olfactory bulb morphology","nervous system phenotype","EMAPA:32809","main olfactory bulb","MGI:1097716-main olfactory bulb","MP:0003631","No","Yes","No-Yes"
"247","MGI:1097716","MP:0002741","small olfactory bulb","nervous system phenotype","EMAPA:32809","main olfactory bulb","MGI:1097716-main olfactory bulb","MP:0003631","No","Yes","No-Yes"
"248","MGI:88049","MP:0000609","abnormal liver physiology","liver/biliary system phenotype","EMAPA:16846","liver","MGI:88049-liver","MP:0005370","Yes","Yes","Yes-Yes"
"249","MGI:1277959","MP:0009940","abnormal hippocampus pyramidal cell morphology","nervous system phenotype","EMAPA:32845","hippocampus","MGI:1277959-hippocampus","MP:0003631","Yes","Yes","Yes-Yes"
"250","MGI:1330812","MP:0000603","pale liver","liver/biliary system phenotype","EMAPA:16846","liver","MGI:1330812-liver","MP:0005370","No","Yes","No-Yes"
"251","MGI:1330812","MP:0000609","abnormal liver physiology","liver/biliary system phenotype","EMAPA:16846","liver","MGI:1330812-liver","MP:0005370","No","Yes","No-Yes"
"252","MGI:1330812","MP:0002628","hepatic steatosis","liver/biliary system phenotype","EMAPA:16846","liver","MGI:1330812-liver","MP:0005370","No","Yes","No-Yes"
"253","MGI:1330812","MP:0002981","increased liver weight","liver/biliary system phenotype","EMAPA:16846","liver","MGI:1330812-liver","MP:0005370","No","Yes","No-Yes"
"254","MGI:1342542","MP:0000691","enlarged spleen","immune system phenotype","EMAPA:18767","spleen","MGI:1342542-spleen","MP:0005387","Yes","Yes","Yes-Yes"
"255","MGI:1342542","MP:0000691","enlarged spleen","hematopoietic system phenotype","EMAPA:18767","spleen","MGI:1342542-spleen","MP:0005397","Yes","Yes","Yes-Yes"
"256","MGI:95661","MP:0000208","decreased hematocrit","hematopoietic system phenotype","EMAPA:16332","blood","MGI:95661-blood","MP:0005397","Yes","Yes","Yes-Yes"
"257","MGI:101926","MP:0002884","abnormal pharyngeal arch morphology","embryo phenotype","EMAPA:16117","branchial arch","MGI:101926-branchial arch","MP:0005380","Yes","Yes","Yes-Yes"
"258","MGI:101926","MP:0002884","abnormal pharyngeal arch morphology","craniofacial phenotype","EMAPA:16117","branchial arch","MGI:101926-branchial arch","MP:0005382","Yes","Yes","Yes-Yes"
"259","MGI:101926","MP:0020350","fused pharyngeal arches","embryo phenotype","EMAPA:16117","branchial arch","MGI:101926-branchial arch","MP:0005380","Yes","Yes","Yes-Yes"
"260","MGI:101926","MP:0020350","fused pharyngeal arches","craniofacial phenotype","EMAPA:16117","branchial arch","MGI:101926-branchial arch","MP:0005382","Yes","Yes","Yes-Yes"
"261","MGI:87873","MP:0000585","kinked tail","limbs/digits/tail phenotype","EMAPA:16748","tail","MGI:87873-tail","MP:0005371","Yes","Yes","Yes-Yes"
"262","MGI:106613","MP:0000914","exencephaly","nervous system phenotype","EMAPA:16894","brain","MGI:106613-brain","MP:0003631","Yes","Yes","Yes-Yes"
"263","MGI:109349","MP:0001262","decreased body weight","growth/size/body region phenotype","EMAPA:25765","mouse","MGI:109349-mouse","MP:0005378","No","Yes","No-Yes"
"264","MGI:103573","MP:0002971","abnormal brown adipose tissue morphology","adipose tissue phenotype","EMAPA:19209","brown fat","MGI:103573-brown fat","MP:0005375","Yes","Yes","Yes-Yes"
"265","MGI:88276","MP:0005238","increased brain size","nervous system phenotype","EMAPA:16894","brain","MGI:88276-brain","MP:0003631","Yes","Yes","Yes-Yes"
"266","MGI:88276","MP:0000346","broad head","growth/size/body region phenotype","EMAPA:31858","head","MGI:88276-head","MP:0005378","Yes","Yes","Yes-Yes"
"267","MGI:88276","MP:0000346","broad head","craniofacial phenotype","EMAPA:31858","head","MGI:88276-head","MP:0005382","Yes","Yes","Yes-Yes"
"268","MGI:95729","MP:0002110","abnormal digit morphology","limbs/digits/tail phenotype","EMAPA:32725","limb digit","MGI:95729-limb digit","MP:0005371","Yes","Yes","Yes-Yes"
"269","MGI:105058","MP:0002279","abnormal diaphragm morphology","muscle phenotype","EMAPA:17701","diaphragm","MGI:105058-diaphragm","MP:0005369","Yes","Yes","Yes-Yes"
"270","MGI:108042","MP:0004852","decreased testis weight","endocrine/exocrine gland phenotype","EMAPA:17972","testis","MGI:108042-testis","MP:0005379","Yes","Yes","Yes-Yes"
"271","MGI:108042","MP:0004852","decreased testis weight","reproductive system phenotype","EMAPA:17972","testis","MGI:108042-testis","MP:0005389","Yes","Yes","Yes-Yes"
"272","MGI:2385368","MP:0000520","absent kidney","renal/urinary system phenotype","EMAPA:17373","metanephros","MGI:2385368-metanephros","MP:0005367","Yes","Yes","Yes-Yes"
"273","MGI:2385368","MP:0002989","small kidney","renal/urinary system phenotype","EMAPA:17373","metanephros","MGI:2385368-metanephros","MP:0005367","Yes","Yes","Yes-Yes"
"274","MGI:2385368","MP:0003604","single kidney","renal/urinary system phenotype","EMAPA:17373","metanephros","MGI:2385368-metanephros","MP:0005367","Yes","Yes","Yes-Yes"
"275","MGI:2385368","MP:0003675","kidney cysts","renal/urinary system phenotype","EMAPA:17373","metanephros","MGI:2385368-metanephros","MP:0005367","Yes","Yes","Yes-Yes"
"276","MGI:2385368","MP:0011364","abnormal metanephros morphology","renal/urinary system phenotype","EMAPA:17373","metanephros","MGI:2385368-metanephros","MP:0005367","Yes","Yes","Yes-Yes"
"277","MGI:88177","MP:0001698","decreased embryo size","growth/size/body region phenotype","EMAPA:16039","embryo","MGI:88177-embryo","MP:0005378","Yes","Yes","Yes-Yes"
"278","MGI:88177","MP:0001698","decreased embryo size","embryo phenotype","EMAPA:16039","embryo","MGI:88177-embryo","MP:0005380","Yes","Yes","Yes-Yes"
"279","MGI:102670","MP:0001153","small seminiferous tubules","endocrine/exocrine gland phenotype","EMAPA:31476","seminiferous tubule","MGI:102670-seminiferous tubule","MP:0005379","Yes","Yes","Yes-Yes"
"280","MGI:102670","MP:0001153","small seminiferous tubules","reproductive system phenotype","EMAPA:31476","seminiferous tubule","MGI:102670-seminiferous tubule","MP:0005389","Yes","Yes","Yes-Yes"
"281","MGI:88285","MP:0000599","enlarged liver","liver/biliary system phenotype","EMAPA:16846","liver","MGI:88285-liver","MP:0005370","Yes","Yes","Yes-Yes"
"282","MGI:88285","MP:0000603","pale liver","liver/biliary system phenotype","EMAPA:16846","liver","MGI:88285-liver","MP:0005370","Yes","Yes","Yes-Yes"
"283","MGI:88285","MP:0001860","liver inflammation","liver/biliary system phenotype","EMAPA:16846","liver","MGI:88285-liver","MP:0005370","Yes","Yes","Yes-Yes"
"284","MGI:88285","MP:0001860","liver inflammation","immune system phenotype","EMAPA:16846","liver","MGI:88285-liver","MP:0005387","Yes","Yes","Yes-Yes"
"285","MGI:88285","MP:0002628","hepatic steatosis","liver/biliary system phenotype","EMAPA:16846","liver","MGI:88285-liver","MP:0005370","Yes","Yes","Yes-Yes"
"286","MGI:88285","MP:0003333","liver fibrosis","liver/biliary system phenotype","EMAPA:16846","liver","MGI:88285-liver","MP:0005370","Yes","Yes","Yes-Yes"
"287","MGI:96223","MP:0001211","wrinkled skin","integument phenotype","EMAPA:17525","skin","MGI:96223-skin","MP:0010771","Yes","Yes","Yes-Yes"
"288","MGI:108427","MP:0001147","small testis","endocrine/exocrine gland phenotype","EMAPA:17972","testis","MGI:108427-testis","MP:0005379","Yes","Yes","Yes-Yes"
"289","MGI:108427","MP:0001147","small testis","reproductive system phenotype","EMAPA:17972","testis","MGI:108427-testis","MP:0005389","Yes","Yes","Yes-Yes"
"290","MGI:88156","MP:0005605","increased bone mass","skeleton phenotype","EMAPA:32782","bone","MGI:88156-bone","MP:0005390","Yes","Yes","Yes-Yes"
"291","MGI:88156","MP:0003795","abnormal bone structure","skeleton phenotype","EMAPA:32782","bone","MGI:88156-bone","MP:0005390","Yes","Yes","Yes-Yes"
"292","MGI:88156","MP:0004149","increased bone strength","skeleton phenotype","EMAPA:32782","bone","MGI:88156-bone","MP:0005390","Yes","Yes","Yes-Yes"
"293","MGI:1276109","MP:0001211","wrinkled skin","integument phenotype","EMAPA:17525","skin","MGI:1276109-skin","MP:0010771","Yes","Yes","Yes-Yes"
"294","MGI:88468","MP:0003098","decreased tendon stiffness","muscle phenotype","EMAPA:35854","tendon","MGI:88468-tendon","MP:0005369","Yes","Yes","Yes-Yes"
"295","MGI:88468","MP:0003098","decreased tendon stiffness","skeleton phenotype","EMAPA:35854","tendon","MGI:88468-tendon","MP:0005390","Yes","Yes","Yes-Yes"
"296","MGI:1347360","MP:0010736","abnormal extraembryonic ectoderm morphology","embryo phenotype","EMAPA:16065","extraembryonic ectoderm","MGI:1347360-extraembryonic ectoderm","MP:0005380","No","Yes","No-Yes"
"297","MGI:95664","MP:0001698","decreased embryo size","growth/size/body region phenotype","EMAPA:16039","embryo","MGI:95664-embryo","MP:0005378","Yes","Yes","Yes-Yes"
"298","MGI:95664","MP:0001698","decreased embryo size","embryo phenotype","EMAPA:16039","embryo","MGI:95664-embryo","MP:0005380","Yes","Yes","Yes-Yes"
"299","MGI:1349421","MP:0001127","small ovary","endocrine/exocrine gland phenotype","EMAPA:17962","ovary","MGI:1349421-ovary","MP:0005379","Yes","Yes","Yes-Yes"
"300","MGI:1349421","MP:0001127","small ovary","reproductive system phenotype","EMAPA:17962","ovary","MGI:1349421-ovary","MP:0005389","Yes","Yes","Yes-Yes"
"301","MGI:95583","MP:0002782","abnormal testes secretion","endocrine/exocrine gland phenotype","EMAPA:17972","testis","MGI:95583-testis","MP:0005379","Yes","Yes","Yes-Yes"
"302","MGI:95583","MP:0002782","abnormal testes secretion","reproductive system phenotype","EMAPA:17972","testis","MGI:95583-testis","MP:0005389","Yes","Yes","Yes-Yes"
"303","MGI:95583","MP:0004852","decreased testis weight","endocrine/exocrine gland phenotype","EMAPA:17972","testis","MGI:95583-testis","MP:0005379","Yes","Yes","Yes-Yes"
"304","MGI:95583","MP:0004852","decreased testis weight","reproductive system phenotype","EMAPA:17972","testis","MGI:95583-testis","MP:0005389","Yes","Yes","Yes-Yes"
"305","MGI:1338027","MP:0000520","absent kidney","renal/urinary system phenotype","EMAPA:17373","metanephros","MGI:1338027-metanephros","MP:0005367","Yes","Yes","Yes-Yes"
"306","MGI:1338027","MP:0002989","small kidney","renal/urinary system phenotype","EMAPA:17373","metanephros","MGI:1338027-metanephros","MP:0005367","Yes","Yes","Yes-Yes"
"307","MGI:1338027","MP:0003604","single kidney","renal/urinary system phenotype","EMAPA:17373","metanephros","MGI:1338027-metanephros","MP:0005367","Yes","Yes","Yes-Yes"
"308","MGI:1338027","MP:0011364","abnormal metanephros morphology","renal/urinary system phenotype","EMAPA:17373","metanephros","MGI:1338027-metanephros","MP:0005367","Yes","Yes","Yes-Yes"
"309","MGI:95664","MP:0002652","thin myocardium","muscle phenotype","EMAPA:32688","cardiac muscle tissue","MGI:95664-cardiac muscle tissue","MP:0005369","Yes","Yes","Yes-Yes"
"310","MGI:95664","MP:0002652","thin myocardium","cardiovascular system phenotype","EMAPA:32688","cardiac muscle tissue","MGI:95664-cardiac muscle tissue","MP:0005385","Yes","Yes","Yes-Yes"
"311","MGI:95583","MP:0001147","small testis","endocrine/exocrine gland phenotype","EMAPA:17972","testis","MGI:95583-testis","MP:0005379","Yes","Yes","Yes-Yes"
