query	match
HGNC:4446	MGI:1202392
HGNC:32372	MGI:1916634
HGNC:21185	MGI:2685159
HGNC:30631	MGI:1196415
HGNC:9495	MGI:893580
HGNC:25563	MGI:2384939
HGNC:1314	MGI:2444899
HGNC:3797	MGI:95575
HGNC:23326	MGI:1289230
HGNC:28521	MGI:1926053
HGNC:23489	MGI:1915106
HGNC:21591	MGI:2444563
HGNC:10975	MGI:2384871
HGNC:9942	MGI:102791
HGNC:15567	MGI:1915350
HGNC:49638	MGI:3039572
HGNC:12502	MGI:1197010
HGNC:6775	MGI:2652838
HGNC:7958	MGI:108082
HGNC:25107	MGI:1922788
HGNC:10057	MGI:1346341
HGNC:14942	MGI:2177268
HGNC:9813	MGI:105128
HGNC:1857	MGI:1313302
HGNC:34071	MGI:2685260
HGNC:14978	MGI:1916274
HGNC:14133	MGI:1351642
HGNC:13059	MGI:1924769
HGNC:8108	MGI:109589
HGNC:7213	MGI:1915223
HGNC:20661	MGI:1914832
HGNC:9291	MGI:2153588
HGNC:10723	MGI:107558
HGNC:20391	MGI:2138563
HGNC:14967	MGI:1914902
HGNC:24613	MGI:2445095
HGNC:6848	MGI:1346872
HGNC:19032	MGI:1915112
HGNC:11528	MGI:892968
HGNC:23032	MGI:1917040
HGNC:20349	MGI:1914958
HGNC:27363	MGI:2685304
HGNC:28437	MGI:2141440
HGNC:9596	MGI:104311
HGNC:39125	MGI:3608323
HGNC:7434	MGI:1338850
HGNC:12930	MGI:103222
HGNC:19414	MGI:2444662
HGNC:24489	MGI:1914320
HGNC:29959	MGI:1914765
HGNC:16995	MGI:1339969
HGNC:12034	MGI:1202880
HGNC:21209	MGI:3650624
HGNC:1137	MGI:3606486
HGNC:3070	MGI:2442191
HGNC:31955	MGI:3643087
HGNC:30672	MGI:1099446
HGNC:27120	MGI:2443952
HGNC:28489	MGI:1916124
HGNC:469	MGI:88016
HGNC:9688	MGI:1277968
HGNC:18984	MGI:2684845
HGNC:29626	MGI:3033142
HGNC:5363	MGI:99414
HGNC:38705	MGI:2442656
HGNC:2316	MGI:1917818
HGNC:1784	MGI:104556
HGNC:25749	MGI:2142786
HGNC:25660	MGI:1920918
HGNC:4387	MGI:95773
HGNC:26823	MGI:2447772
HGNC:26648	MGI:2686651
HGNC:27596	MGI:3646642
HGNC:1461	MGI:88257
HGNC:17591	MGI:1919158
HGNC:17941	MGI:2446259
HGNC:27017	MGI:1920353
HGNC:21199	MGI:2441670
HGNC:19046	MGI:2443431
HGNC:17643	MGI:2149946
HGNC:15582	MGI:1920982
HGNC:18170	MGI:1913838
HGNC:2220	MGI:3606482
HGNC:9052	MGI:97611
HGNC:973	MGI:1352501
HGNC:26107	MGI:2443778
HGNC:31012	MGI:1919090
HGNC:11861	MGI:1933210
HGNC:11693	MGI:98640
HGNC:21573	MGI:1923556
HGNC:16381	MGI:2139740
HGNC:16836	MGI:2447427
HGNC:30236	MGI:2685073
HGNC:21100	MGI:97837
HGNC:19686	MGI:108388
HGNC:11839	MGI:104634
HGNC:16015	MGI:2442631
HGNC:17495	MGI:2153041
HGNC:12005	MGI:107749
HGNC:14124	MGI:109258
HGNC:2465	MGI:104694
HGNC:22224	MGI:2443388
HGNC:2052	MGI:2685642
HGNC:24822	MGI:1926834
HGNC:10986	MGI:1920382
HGNC:18709	MGI:2183443
HGNC:25888	MGI:1337995
HGNC:21601	MGI:1913978
HGNC:19190	MGI:1914549
HGNC:14772	MGI:3030045
HGNC:9584	MGI:2681306
HGNC:19688	MGI:1918990
HGNC:24880	MGI:1919684
HGNC:29643	MGI:2176380
HGNC:21894	MGI:1914051
HGNC:18594	MGI:2443584
HGNC:2472	MGI:1330824
HGNC:10253	MGI:1923334
HGNC:9114	MGI:1353418
HGNC:1541	MGI:88279
HGNC:25503	MGI:1914060
HGNC:30480	MGI:2448496
HGNC:18731	MGI:1930125
HGNC:15682	MGI:2181434
HGNC:8636	MGI:97520
HGNC:1020	MGI:1914071
HGNC:7593	MGI:107716
HGNC:4039	MGI:2136761
HGNC:11014	MGI:1345280
HGNC:12843	MGI:1351651
HGNC:18807	MGI:2135957
HGNC:15515	MGI:2446219
HGNC:30072	MGI:1916141
HGNC:17197	MGI:1351476
HGNC:24320	MGI:2443114
HGNC:8882	MGI:97550
HGNC:12970	MGI:1923701
HGNC:12823	MGI:2180001
HGNC:13753	MGI:2442443
HGNC:3758	MGI:103309
HGNC:5329	MGI:96382
HGNC:23092	MGI:1921337
HGNC:3177	MGI:95284
HGNC:15774	MGI:1920753
HGNC:10918	MGI:1351654
HGNC:7644	MGI:1355328
HGNC:17631	MGI:1929022
HGNC:17328	MGI:2137586
HGNC:3515	MGI:1888742
HGNC:11655	MGI:98535
HGNC:30311	MGI:2668443
HGNC:34	MGI:109424
HGNC:25162	MGI:2429944
HGNC:11851	MGI:1858171
HGNC:21233	MGI:1914181
HGNC:17839	MGI:1913690
HGNC:11654	MGI:892003
HGNC:6633	MGI:1353635
HGNC:23329	MGI:104786
HGNC:16379	MGI:2685640
HGNC:19959	MGI:2684313
HGNC:18514	MGI:2139806
HGNC:30676	MGI:2443446
HGNC:1568	MGI:3045316
HGNC:28961	MGI:1915276
HGNC:21578	MGI:2384986
HGNC:30834	MGI:1914199
HGNC:9006	MGI:1100498
HGNC:2054	MGI:1345151
HGNC:8489	MGI:1354944
HGNC:3065	MGI:1927070
HGNC:19869	MGI:1858430
HGNC:11300	MGI:1913634
HGNC:25839	MGI:2655333
HGNC:9647	MGI:102467
HGNC:24592	MGI:1915678
HGNC:14434	MGI:3583944
HGNC:18517	MGI:2177651
HGNC:25372	MGI:1917132
HGNC:20977	MGI:3527454
HGNC:17693	MGI:1315215
HGNC:25233	MGI:1921802
HGNC:17827	MGI:109243
HGNC:9165	MGI:1270156
HGNC:3155	MGI:95281
HGNC:4805	MGI:95745
HGNC:9364	MGI:1891344
HGNC:668	MGI:107949
HGNC:11580	MGI:1919976
HGNC:23633	MGI:1915009
HGNC:29620	MGI:1914447
HGNC:2217	MGI:88465
HGNC:9769	MGI:107483
HGNC:8808	MGI:1915513
HGNC:21220	MGI:2661424
HGNC:15553	MGI:2685289
HGNC:13404	MGI:1338042
HGNC:1744	MGI:1345150
HGNC:18485	MGI:1914640
HGNC:14154	MGI:1923733
HGNC:6934	MGI:1933966
HGNC:21315	MGI:2685169
HGNC:26253	MGI:1915560
HGNC:16384	MGI:109274
HGNC:18791	MGI:99204
HGNC:30347	MGI:1349452
HGNC:28517	MGI:1915277
HGNC:23158	MGI:106512
HGNC:5258	MGI:96247
HGNC:25860	MGI:1919940
HGNC:30646	MGI:1929266
HGNC:15722	MGI:1921899
HGNC:17278	MGI:1917838
HGNC:14864	MGI:1858212
HGNC:32190	MGI:5596028
HGNC:24808	MGI:1923551
HGNC:28091	MGI:3648665
HGNC:4010	MGI:1353633
HGNC:16009	MGI:1929751
HGNC:7530	MGI:107624
HGNC:18340	MGI:2443231
HGNC:26686	MGI:1913603
HGNC:1667	MGI:107474
HGNC:21204	MGI:2444159
HGNC:3808	MGI:1353569
HGNC:13611	MGI:1354738
HGNC:19868	MGI:2148865
HGNC:15963	MGI:106213
HGNC:4536	MGI:1927851
HGNC:7451	MGI:1921552
HGNC:2876	MGI:1194490
HGNC:1639	MGI:88320
HGNC:18639	MGI:1333766
HGNC:14972	MGI:2443816
HGNC:14968	MGI:1347557
HGNC:23096	MGI:1918529
HGNC:22205	MGI:1915685
HGNC:6171	MGI:96621
HGNC:29614	MGI:1916694
HGNC:26572	MGI:2146049
HGNC:2200	MGI:88452
HGNC:433	MGI:87997
HGNC:9987	MGI:1333865
HGNC:24219	MGI:1917583
HGNC:15471	MGI:2653900
HGNC:8557	MGI:2385206
HGNC:4599	MGI:1351344
HGNC:11334	MGI:894282
HGNC:20147	MGI:2386848
HGNC:8029	MGI:105088
HGNC:17854	MGI:2449307
HGNC:17276	MGI:2153887
HGNC:7952	MGI:107811
HGNC:53426	MGI:5589350
HGNC:28531	MGI:1919017
HGNC:813	MGI:1194503
HGNC:9858	MGI:109338
HGNC:12506	MGI:1891307
HGNC:3420	MGI:104684
HGNC:14662	MGI:1890215
HGNC:1919	MGI:1344380
HGNC:17920	MGI:2144199
HGNC:17922	MGI:1889817
HGNC:6356	MGI:1919028
HGNC:11540	MGI:109129
HGNC:33154	MGI:2442479
HGNC:4978	MGI:96109
HGNC:24279	MGI:1196386
HGNC:11279	MGI:109296
HGNC:32422	MGI:2144486
HGNC:26153	MGI:2140050
HGNC:6532	MGI:894762
HGNC:29612	MGI:108046
HGNC:4717	MGI:107502
HGNC:12669	MGI:106919
HGNC:12825	MGI:2144013
HGNC:11737	MGI:1933227
HGNC:30700	MGI:2442819
HGNC:20066	MGI:109473
HGNC:24436	MGI:1921406
HGNC:21683	MGI:2140885
HGNC:11819	MGI:1353436
HGNC:21162	MGI:2387430
HGNC:12638	MGI:894810
HGNC:7325	MGI:101816
HGNC:18291	MGI:1913483
HGNC:6486	MGI:96743
HGNC:20790	MGI:1913865
HGNC:21580	MGI:3036268
HGNC:7853	MGI:1922783
HGNC:13610	MGI:1354737
HGNC:18710	MGI:2180196
HGNC:667	MGI:1096342
HGNC:6397	MGI:1100848
HGNC:21587	MGI:2443695
HGNC:11960	MGI:2138584
HGNC:17175	MGI:1921305
HGNC:5213	MGI:105089
HGNC:6297	MGI:1336181
HGNC:21269	MGI:1345193
HGNC:13596	MGI:1914072
HGNC:10623	MGI:1928953
HGNC:28474	MGI:1915288
HGNC:3232	MGI:1919351
HGNC:8787	MGI:105956
HGNC:14626	MGI:1915099
HGNC:17173	MGI:2151153
HGNC:10619	MGI:1329031
HGNC:370	MGI:1932576
HGNC:6780	MGI:96910
HGNC:23160	MGI:1916465
HGNC:20097	MGI:2684916
HGNC:6872	MGI:1346863
HGNC:9206	MGI:106686
HGNC:19884	MGI:1925213
HGNC:3424	MGI:1889295
HGNC:9302	MGI:1926334
HGNC:6593	MGI:99783
HGNC:20626	MGI:2444748
HGNC:25084	MGI:1924712
HGNC:28206	MGI:1915315
HGNC:12212	MGI:98584
HGNC:8978	MGI:1353576
HGNC:4514	MGI:2685071
HGNC:2516	MGI:1195966
HGNC:17360	MGI:107935
HGNC:12627	MGI:98905
HGNC:1445	MGI:103250
HGNC:20973	MGI:1929461
HGNC:33	MGI:1351617
HGNC:23609	MGI:2144164
HGNC:28233	MGI:1918702
HGNC:24604	MGI:1915435
HGNC:324	MGI:1932075
HGNC:12585	MGI:107876
HGNC:1393	MGI:1859639
HGNC:5995	MGI:104975
HGNC:29653	MGI:2442050
HGNC:11557	MGI:99540
HGNC:13114	MGI:2384725
HGNC:7861	MGI:1099443
HGNC:9198	MGI:102725
HGNC:40042	MGI:1922935
HGNC:12568	MGI:894703
HGNC:18475	MGI:2444393
HGNC:13923	MGI:1931871
HGNC:16871	MGI:3582583
HGNC:13799	MGI:1914647
HGNC:16725	MGI:1859553
HGNC:14660	MGI:1932287
HGNC:13606	MGI:1354736
HGNC:30035	MGI:2443588
HGNC:25700	MGI:2679256
HGNC:21407	MGI:1889364
HGNC:12757	MGI:2155884
HGNC:3660	MGI:2675856
HGNC:805	MGI:88109
HGNC:11354	MGI:1098658
HGNC:28854	MGI:2442757
HGNC:569	MGI:1929212
HGNC:17768	MGI:1860486
HGNC:23034	MGI:2674130
HGNC:25201	MGI:1915992
HGNC:20785	MGI:1919137
HGNC:34440	MGI:1916601
HGNC:29678	MGI:2385175
HGNC:18381	MGI:2159601
HGNC:15975	MGI:1921381
HGNC:29016	MGI:1924311
HGNC:30497	MGI:1098239
HGNC:11057	MGI:88117
HGNC:28526	MGI:2141669
HGNC:7799	MGI:1194908
HGNC:28054	MGI:2665174
HGNC:8488	MGI:1328306
HGNC:248	MGI:87920
HGNC:4880	MGI:1341800
HGNC:17734	MGI:2148258
HGNC:23217	MGI:1913533
HGNC:26444	MGI:2385332
HGNC:19422	MGI:1915724
HGNC:9605	MGI:97798
HGNC:26162	MGI:2676395
HGNC:19137	MGI:2183926
HGNC:18437	MGI:2159682
HGNC:24204	MGI:1924877
HGNC:30722	MGI:1930791
HGNC:18341	MGI:1338892
HGNC:19041	MGI:1924139
HGNC:30338	MGI:2443887
HGNC:23689	MGI:2441697
HGNC:10520	MGI:2146974
HGNC:7605	MGI:104785
HGNC:24588	MGI:1913534
HGNC:8032	MGI:97384
HGNC:12665	MGI:98927
HGNC:24085	MGI:102964
HGNC:24250	MGI:2140103
HGNC:3961	MGI:1890386
HGNC:18168	MGI:2443220
HGNC:11713	MGI:1919884
HGNC:23429	MGI:1202878
HGNC:28396	MGI:1923928
HGNC:4601	MGI:95832
HGNC:26926	MGI:1915017
HGNC:29563	MGI:106485
HGNC:21749	MGI:1349439
HGNC:4503	MGI:2135882
HGNC:21157	MGI:107227
HGNC:10534	MGI:98230
HGNC:13085	MGI:1931870
HGNC:14544	MGI:1917097
HGNC:9046	MGI:1100874
HGNC:16653	MGI:1289321
HGNC:23248	MGI:2663253
HGNC:16714	MGI:2445415
HGNC:26355	MGI:1923027
HGNC:9470	MGI:1929596
HGNC:25313	MGI:1921669
HGNC:10858	MGI:108062
HGNC:53653	MGI:5595369
HGNC:11808	MGI:1933786
HGNC:11009	MGI:95758
HGNC:31696	MGI:2444521
HGNC:16268	MGI:1354723
HGNC:24626	MGI:1913323
HGNC:29242	MGI:2442062
HGNC:12370	MGI:1891414
HGNC:26080	MGI:5434049
HGNC:28519	MGI:1922561
HGNC:25743	MGI:1914399
HGNC:17305	MGI:2444957
HGNC:14141	MGI:1915597
HGNC:28585	MGI:2146285
HGNC:28050	MGI:1922083
HGNC:17847	MGI:2442572
HGNC:20594	MGI:2449923
HGNC:10387	MGI:98107
HGNC:8181	MGI:3030196
HGNC:31042	MGI:3576497
HGNC:13721	MGI:1336895
HGNC:5950	MGI:1926158
HGNC:25724	MGI:2144404
HGNC:8024	MGI:97381
HGNC:29154	MGI:2385865
HGNC:24814	MGI:2676586
HGNC:33752	MGI:1922516
HGNC:23077	MGI:2147616
HGNC:30691	MGI:2661430
HGNC:16059	MGI:1917834
HGNC:26661	MGI:1917488
HGNC:29170	MGI:3045266
HGNC:6643	MGI:102810
HGNC:6917	MGI:1333813
HGNC:27637	MGI:3036259
HGNC:33455	MGI:3607714
HGNC:1799	MGI:1100885
HGNC:11394	MGI:1313271
HGNC:375	MGI:2685104
HGNC:14412	MGI:2146052
HGNC:30359	MGI:2146027
HGNC:4431	MGI:1927204
HGNC:562	MGI:101920
HGNC:473	MGI:3646700
HGNC:3584	MGI:95480
HGNC:20347	MGI:2144805
HGNC:44121	MGI:2685924
HGNC:19003	MGI:1352762
HGNC:23397	MGI:2444782
HGNC:2906	MGI:2443181
HGNC:16872	MGI:1921086
HGNC:24309	MGI:1914934
HGNC:16369	MGI:2135637
HGNC:7432	MGI:1342005
HGNC:13583	MGI:2146220
HGNC:23421	MGI:2387182
HGNC:3468	MGI:109392
HGNC:13241	MGI:1914997
HGNC:2021	MGI:103555
HGNC:8042	MGI:1347072
HGNC:26079	MGI:1914769
HGNC:10922	MGI:106013
HGNC:10332	MGI:1351605
HGNC:24650	MGI:1924933
HGNC:15518	MGI:1914915
HGNC:25842	MGI:1926022
HGNC:26674	MGI:3648134
HGNC:26902	MGI:1918044
HGNC:14111	MGI:1914451
HGNC:24229	MGI:95585
HGNC:30763	MGI:1922942
HGNC:11909	MGI:109587
HGNC:11099	MGI:1196437
HGNC:12799	MGI:1931237
HGNC:10330	MGI:101839
HGNC:2159	MGI:104615
HGNC:21305	MGI:2444629
HGNC:4669	MGI:109443
HGNC:24828	MGI:2384823
HGNC:29222	MGI:1277212
HGNC:24674	MGI:1922033
HGNC:27934	MGI:1924107
HGNC:11139	MGI:1915097
HGNC:18565	MGI:2179296
HGNC:21232	MGI:3609239
HGNC:12407	MGI:1095410
HGNC:17493	MGI:1927344
HGNC:29546	MGI:1346118
HGNC:29083	MGI:1918556
HGNC:18806	MGI:2140230
HGNC:13495	MGI:2443050
HGNC:17642	MGI:2441769
HGNC:2359	MGI:1354756
HGNC:12829	MGI:1927345
HGNC:12782	MGI:98955
HGNC:20301	MGI:3607704
HGNC:4432	MGI:95791
HGNC:14592	MGI:1927138
HGNC:14193	MGI:1916882
HGNC:15505	MGI:1924832
HGNC:23679	MGI:1919750
HGNC:23356	MGI:1919029
HGNC:16710	MGI:3693832
HGNC:21483	MGI:2139810
HGNC:33739	MGI:2685009
HGNC:9582	MGI:106066
HGNC:24008	MGI:2443183
HGNC:26431	MGI:3576487
HGNC:1782	MGI:1858227
HGNC:6572	MGI:1861691
HGNC:9668	MGI:97812
HGNC:9273	MGI:1194898
HGNC:12405	MGI:98865
HGNC:29581	MGI:1913580
HGNC:6888	MGI:2143163
HGNC:27482	MGI:2684933
HGNC:27945	MGI:3612242
HGNC:9175	MGI:97741
HGNC:12511	MGI:98512
HGNC:48628	MGI:1921113
HGNC:14178	MGI:3580487
HGNC:7873	MGI:97361
HGNC:7207	MGI:1346040
HGNC:13300	MGI:2441719
HGNC:14453	MGI:3037658
HGNC:30324	MGI:1914688
HGNC:19256	MGI:2386052
HGNC:9308	MGI:1346006
HGNC:29150	MGI:1920179
HGNC:25176	MGI:2144224
HGNC:20837	MGI:1916983
HGNC:15674	MGI:1919725
HGNC:712	MGI:99474
HGNC:13104	MGI:99182
HGNC:987	MGI:88137
HGNC:7827	MGI:1278344
HGNC:29032	MGI:3616084
HGNC:29159	MGI:2446274
HGNC:17349	MGI:1917302
HGNC:12017	MGI:1922066
HGNC:491	MGI:1353627
HGNC:26234	MGI:1913446
HGNC:9948	MGI:103021
HGNC:16914	MGI:106037
HGNC:16665	MGI:1353624
HGNC:4045	MGI:108570
HGNC:20998	MGI:2441726
HGNC:23237	MGI:109368
HGNC:24840	MGI:2663979
HGNC:25552	MGI:1913993
HGNC:8510	MGI:700012
HGNC:10259	MGI:1343464
HGNC:30904	MGI:1929095
HGNC:8579	MGI:2140321
HGNC:12657	MGI:98923
HGNC:1474	MGI:1098259
HGNC:49576	MGI:3588184
HGNC:21176	MGI:1913334
HGNC:14033	MGI:1926269
HGNC:2632	MGI:88608
HGNC:19711	MGI:1916147
HGNC:1452	MGI:1917655
HGNC:8618	MGI:97488
HGNC:28567	MGI:1916614
HGNC:14615	MGI:3051647
HGNC:26700	MGI:3687200
HGNC:19020	MGI:1917374
HGNC:28786	MGI:1916230
HGNC:14131	MGI:1925616
HGNC:27455	MGI:1859854
HGNC:3280	MGI:106478
HGNC:2690	MGI:94865
HGNC:11692	MGI:1918829
HGNC:3775	MGI:95564
HGNC:24247	MGI:2444085
HGNC:26427	MGI:2682297
HGNC:3049	MGI:1196466
HGNC:18037	MGI:1924294
HGNC:30669	MGI:1915076
HGNC:18119	MGI:1927170
HGNC:26787	MGI:2446273
HGNC:10397	MGI:1309526
HGNC:9326	MGI:1860075
HGNC:24835	MGI:1349455
HGNC:11720	MGI:109575
HGNC:7975	MGI:1352451
HGNC:18262	MGI:1914664
HGNC:25984	MGI:2444222
HGNC:2985	MGI:109446
HGNC:23471	MGI:2444796
HGNC:10839	MGI:98295
HGNC:15983	MGI:98956
HGNC:23287	MGI:1913321
HGNC:11112	MGI:2154049
HGNC:33753	MGI:2442108
HGNC:23728	MGI:2442238
HGNC:11967	MGI:1926034
HGNC:8071	MGI:1858330
HGNC:3334	MGI:1098726
HGNC:23536	MGI:2685810
HGNC:14358	MGI:1197515
HGNC:18131	MGI:1196370
HGNC:8506	MGI:104749
HGNC:3336	MGI:106912
HGNC:24839	MGI:1924165
HGNC:2755	MGI:1333874
HGNC:21289	MGI:1861099
HGNC:21155	MGI:2388271
HGNC:4580	MGI:95815
HGNC:20072	MGI:2444541
HGNC:6641	MGI:102812
HGNC:9205	MGI:106687
HGNC:2032	MGI:1276109
HGNC:28772	MGI:2138299
HGNC:2738	MGI:1099786
HGNC:15734	MGI:1891396
HGNC:9199	MGI:1913741
HGNC:4761	MGI:2448415
HGNC:12504	MGI:1344373
HGNC:13356	MGI:1890498
HGNC:12640	MGI:1925860
HGNC:3230	MGI:1858236
HGNC:14873	MGI:1922896
HGNC:18633	MGI:1923480
HGNC:21107	MGI:1925343
HGNC:16686	MGI:1914462
HGNC:8956	MGI:2158663
HGNC:29473	MGI:1916242
HGNC:27750	MGI:2146232
HGNC:32696	MGI:1915761
HGNC:8831	MGI:104629
HGNC:18798	MGI:2140592
HGNC:11068	MGI:107956
HGNC:2037	MGI:2148742
HGNC:24123	MGI:1351471
HGNC:27916	MGI:1916921
HGNC:806	MGI:107788
HGNC:26906	MGI:1924863
HGNC:26521	MGI:1914609
HGNC:19074	MGI:1351333
HGNC:1012	MGI:99438
HGNC:6776	MGI:96909
HGNC:11612	MGI:1196624
HGNC:1984	MGI:103159
HGNC:4519	MGI:2441763
HGNC:24124	MGI:1861453
HGNC:2352	MGI:88495
HGNC:8143	MGI:97397
HGNC:18838	MGI:3525053
HGNC:11242	MGI:892986
HGNC:31923	MGI:1923032
HGNC:22225	MGI:1918128
HGNC:11356	MGI:1355311
HGNC:16966	MGI:1913755
HGNC:8793	MGI:1277116
HGNC:12187	MGI:98585
HGNC:11151	MGI:1855690
HGNC:7679	MGI:1341799
HGNC:4024	MGI:1346074
HGNC:30794	MGI:1915551
HGNC:6118	MGI:1859179
HGNC:24434	MGI:1921272
HGNC:27036	MGI:1924147
HGNC:6226	MGI:96664
HGNC:565	MGI:2141861
HGNC:24487	MGI:1196234
HGNC:1535	MGI:104793
HGNC:23657	MGI:1354951
HGNC:8053	MGI:2387618
HGNC:10759	MGI:92638
HGNC:27031	MGI:2685751
HGNC:15721	MGI:2142346
HGNC:29484	MGI:1098693
HGNC:31357	MGI:2679531
HGNC:19745	MGI:2135885
HGNC:26850	MGI:1922717
HGNC:1975	MGI:88401
HGNC:21390	MGI:2685968
HGNC:7043	MGI:1203495
HGNC:12406	MGI:2651573
HGNC:1690	MGI:1334419
HGNC:20487	MGI:1918525
HGNC:9894	MGI:105085
HGNC:15717	MGI:2449313
HGNC:4582	MGI:95817
HGNC:28902	MGI:3045264
HGNC:6865	MGI:2154405
HGNC:2068	MGI:107403
HGNC:24913	MGI:3606576
HGNC:26338	MGI:3652045
HGNC:2469	MGI:88549
HGNC:11969	MGI:2385292
HGNC:54074	MGI:1916283
HGNC:28789	MGI:1915137
HGNC:25638	MGI:1913532
HGNC:25302	MGI:1915164
HGNC:30626	MGI:2443713
HGNC:26373	MGI:2444710
HGNC:18083	MGI:1926945
HGNC:3622	MGI:2179507
HGNC:19848	MGI:1925507
HGNC:10477	MGI:98214
HGNC:8211	MGI:3030184
HGNC:24671	MGI:2443030
HGNC:6023	MGI:96561
HGNC:23537	MGI:2445096
HGNC:26509	MGI:2442708
HGNC:34431	MGI:1914351
HGNC:16053	MGI:1919110
HGNC:26678	MGI:2442317
HGNC:19765	MGI:2145525
HGNC:18249	MGI:1918269
HGNC:7197	MGI:97435
HGNC:28569	MGI:1922428
HGNC:12195	MGI:98590
HGNC:4585	MGI:95820
HGNC:68	MGI:1349217
HGNC:3521	MGI:109339
HGNC:24756	MGI:2685663
HGNC:25801	MGI:1920942
HGNC:25163	MGI:1921731
HGNC:34416	MGI:2685925
HGNC:4312	MGI:104995
HGNC:17110	MGI:2442600
HGNC:3703	MGI:1338762
HGNC:26009	MGI:2678949
HGNC:14477	MGI:1914931
HGNC:26051	MGI:1919862
HGNC:19743	MGI:2444430
HGNC:9317	MGI:107172
HGNC:34418	MGI:1922105
HGNC:13726	MGI:2444959
HGNC:9275	MGI:99878
HGNC:28070	MGI:1926056
HGNC:30718	MGI:1916637
HGNC:32311	MGI:2685017
HGNC:20566	MGI:1927139
HGNC:6628	MGI:102682
HGNC:28388	MGI:1918483
HGNC:8812	MGI:1351481
HGNC:693	MGI:1928393
HGNC:17933	MGI:1915023
HGNC:9786	MGI:894313
HGNC:17512	MGI:1347345
HGNC:6863	MGI:1346882
HGNC:16641	MGI:1931130
HGNC:30181	MGI:2385900
HGNC:8987	MGI:97587
HGNC:18253	MGI:1277152
HGNC:12779	MGI:1197020
HGNC:9226	MGI:97831
HGNC:29131	MGI:1916832
HGNC:17301	MGI:1353431
HGNC:3719	MGI:1353460
HGNC:7550	MGI:1336170
HGNC:3437	MGI:103582
HGNC:17867	MGI:108077
HGNC:25492	MGI:2448542
HGNC:29120	MGI:2143315
HGNC:18504	MGI:2138647
HGNC:9583	MGI:97791
HGNC:24499	MGI:3613651
HGNC:24277	MGI:1914556
HGNC:32388	MGI:2685107
HGNC:26571	MGI:1922349
HGNC:29075	MGI:1917888
HGNC:20868	MGI:2685949
HGNC:28659	MGI:2687054
HGNC:1724	MGI:1098815
HGNC:2939	MGI:2443732
HGNC:44200	MGI:3650152
HGNC:28703	MGI:2446129
HGNC:27441	MGI:1923913
HGNC:8754	MGI:88557
HGNC:15532	MGI:1933825
HGNC:27023	MGI:2444259
HGNC:7179	MGI:1915077
HGNC:79	MGI:2135738
HGNC:24263	MGI:1916418
HGNC:9440	MGI:1920231
HGNC:30578	MGI:2443248
HGNC:918	MGI:1349405
HGNC:29119	MGI:2146388
HGNC:4916	MGI:99430
HGNC:28115	MGI:1925543
HGNC:7047	MGI:2662992
HGNC:29361	MGI:107898
HGNC:13607	MGI:2144023
HGNC:11529	MGI:106653
HGNC:19855	MGI:1920123
HGNC:11120	MGI:98325
HGNC:6950	MGI:1298398
HGNC:21481	MGI:2146830
HGNC:6298	MGI:1926803
HGNC:9666	MGI:97810
HGNC:4004	MGI:1196294
HGNC:5174	MGI:2665023
HGNC:28209	MGI:1914244
HGNC:1068	MGI:1316745
HGNC:11181	MGI:103181
HGNC:9994	MGI:1918979
HGNC:12625	MGI:2442293
HGNC:9204	MGI:103295
HGNC:33340	MGI:1918813
HGNC:32395	MGI:3580254
HGNC:10490	MGI:109581
HGNC:25991	MGI:1914692
HGNC:2654	MGI:88613
HGNC:13101	MGI:1921820
HGNC:30306	MGI:102520
HGNC:8331	MGI:3030202
HGNC:7890	MGI:2681162
HGNC:21919	MGI:2143990
HGNC:25929	MGI:2138453
HGNC:3659	MGI:2670976
HGNC:30605	MGI:1098791
HGNC:16008	MGI:1889623
HGNC:7727	MGI:97297
HGNC:14533	MGI:3588290
HGNC:12518	MGI:109354
HGNC:1455	MGI:88252
HGNC:23155	MGI:1926089
HGNC:13681	MGI:2685011
HGNC:14513	MGI:1913480
HGNC:18216	MGI:2157899
HGNC:6596	MGI:96787
HGNC:24463	MGI:2444752
HGNC:17206	MGI:1917794
HGNC:10765	MGI:1914715
HGNC:19338	MGI:1925584
HGNC:14054	MGI:1351639
HGNC:37236	MGI:1922247
HGNC:34073	MGI:3043001
HGNC:7211	MGI:97073
HGNC:4643	MGI:1341859
HGNC:25130	MGI:2442781
HGNC:11442	MGI:1858210
HGNC:18643	MGI:1917866
HGNC:11450	MGI:1306824
HGNC:2963	MGI:107743
HGNC:12778	MGI:2446084
HGNC:2711	MGI:107745
HGNC:25165	MGI:3036284
HGNC:29215	MGI:2685570
HGNC:17189	MGI:3045350
HGNC:16732	MGI:1920974
HGNC:22215	MGI:1918047
HGNC:20889	MGI:2443718
HGNC:24758	MGI:3041247
HGNC:35409	MGI:3605641
HGNC:10615	MGI:1329039
HGNC:21290	MGI:104857
HGNC:24154	MGI:1920480
HGNC:10351	MGI:1913461
HGNC:11017	MGI:1333844
HGNC:17929	MGI:1345167
HGNC:15502	MGI:1917007
HGNC:11595	MGI:1923615
HGNC:20434	MGI:1918576
HGNC:4203	MGI:95676
HGNC:929	MGI:1928380
HGNC:21411	MGI:1918611
HGNC:34423	MGI:1919212
HGNC:4319	MGI:95729
HGNC:19895	MGI:2429943
HGNC:8867	MGI:1276111
HGNC:21076	MGI:1922962
HGNC:1458	MGI:1097158
