Marker.Symbol	MGI.Accession.ID	Gene.ID
Arhgap6	MGI:1196332	ENSMUSG00000031355
Arhgap8	MGI:1920417	ENSMUSG00000078954
Arhgap9	MGI:2143764	ENSMUSG00000040345
Arhgdia	MGI:2178103	ENSMUSG00000025132
Arhgdib	MGI:101940	ENSMUSG00000030220
Arhgdig	MGI:108430	ENSMUSG00000073433
Arhgef1	MGI:1353510	ENSMUSG00000040940
Arhgef10	MGI:2444453	ENSMUSG00000071176
Arhgef10l	MGI:1920004	ENSMUSG00000040964
Arhgef11	MGI:2441869	ENSMUSG00000041977
Arhgef12	MGI:1916882	ENSMUSG00000059495
Arhgef15	MGI:3045246	ENSMUSG00000052921
Arhgef16	MGI:2446219	ENSMUSG00000029032
Arhgef17	MGI:2673002	ENSMUSG00000032875
Arhgef18	MGI:2142567	ENSMUSG00000004568
Arhgef19	MGI:1925912	ENSMUSG00000028919
Arhgef2	MGI:103264	ENSMUSG00000028059
Arhgef25	MGI:1277173	ENSMUSG00000019467
Arhgef26	MGI:1918053	ENSMUSG00000036885
Arhgef28	MGI:1346016	ENSMUSG00000021662
Arhgef3	MGI:1918954	ENSMUSG00000021895
Arhgef33	MGI:2685787	ENSMUSG00000054901
Arhgef37	MGI:3045339	ENSMUSG00000045094
Arhgef38	MGI:1924919	ENSMUSG00000040969
Arhgef39	MGI:3036286	ENSMUSG00000051517
Arhgef4	MGI:2442507	ENSMUSG00000037509
Arhgef40	MGI:2685515	ENSMUSG00000004562
Arhgef5	MGI:1858952	ENSMUSG00000033542
Arhgef6	MGI:1920591	ENSMUSG00000031133
Arhgef7	MGI:1860493	ENSMUSG00000031511
Arhgef9	MGI:2442233	ENSMUSG00000025656
Arid1a	MGI:1935147	ENSMUSG00000007880
Arid1b	MGI:1926129	ENSMUSG00000069729
Arid2	MGI:1924294	ENSMUSG00000033237
Arid3a	MGI:1328360	ENSMUSG00000019564
Arid3b	MGI:1930768	ENSMUSG00000004661
Arid3c	MGI:3650624	ENSMUSG00000066224
Arid4a	MGI:2444354	ENSMUSG00000048118
Arid4b	MGI:2137512	ENSMUSG00000039219
Arid5a	MGI:2443039	ENSMUSG00000037447
Arid5b	MGI:2175912	ENSMUSG00000019947
Arih1	MGI:1344363	ENSMUSG00000025234
Arih2	MGI:1344361	ENSMUSG00000064145
Arl1	MGI:99436	ENSMUSG00000060904
Arl10	MGI:1930788	ENSMUSG00000025870
Arl11	MGI:2444054	ENSMUSG00000043157
Arl13a	MGI:1921698	ENSMUSG00000052549
Arl13b	MGI:1915396	ENSMUSG00000022911
Arl14	MGI:1918869	ENSMUSG00000098207
Arl14ep	MGI:1926020	ENSMUSG00000027122
Arl14epl	MGI:2685795	ENSMUSG00000073568
Arl15	MGI:2442308	ENSMUSG00000042348
Arl16	MGI:1917567	ENSMUSG00000057594
Arl2	MGI:1928393	ENSMUSG00000024944
Arl2bp	MGI:1349429	ENSMUSG00000031776
Arl3	MGI:1929699	ENSMUSG00000025035
Arl4a	MGI:99437	ENSMUSG00000047446
Arl4c	MGI:2445172	ENSMUSG00000049866
Arl4d	MGI:1933155	ENSMUSG00000034936
Arl5a	MGI:1922673	ENSMUSG00000036093
Arl5b	MGI:1923119	ENSMUSG00000017418
Arl5c	MGI:3028577	ENSMUSG00000038352
Arl6	MGI:1927136	ENSMUSG00000022722
Arl6ip1	MGI:1858943	ENSMUSG00000030654
Arl6ip4	MGI:1929500	ENSMUSG00000029404
Arl6ip5	MGI:1929501	ENSMUSG00000035199
Arl6ip6	MGI:1929507	ENSMUSG00000026960
Arl8a	MGI:1915974	ENSMUSG00000026426
Arl8b	MGI:1914416	ENSMUSG00000030105
Arl9	MGI:1915496	ENSMUSG00000063820
Armc1	MGI:1921502	ENSMUSG00000027599
Armc10	MGI:1914461	ENSMUSG00000038525
Armc12	MGI:1914895	ENSMUSG00000024223
Armc2	MGI:1916449	ENSMUSG00000071324
Armc3	MGI:1918132	ENSMUSG00000037683
Armc4	MGI:1922184	ENSMUSG00000061802
Armc5	MGI:2384586	ENSMUSG00000042178
Armc6	MGI:1924063	ENSMUSG00000002343
Armc7	MGI:2679719	ENSMUSG00000057219
Armc8	MGI:1921375	ENSMUSG00000032468
Armc9	MGI:1926045	ENSMUSG00000062590
Armcx1	MGI:1925498	ENSMUSG00000033460
Armcx2	MGI:1914666	ENSMUSG00000033436
Armcx3	MGI:1918953	ENSMUSG00000049047
Armcx4	MGI:2147887	ENSMUSG00000049804
Armcx5	MGI:2148026	ENSMUSG00000072969
Armcx6	MGI:2147993	ENSMUSG00000050394
Armt1	MGI:1920669	ENSMUSG00000061759
Arnt	MGI:88071	ENSMUSG00000015522
Arnt2	MGI:107188	ENSMUSG00000015709
Arntl	MGI:1096381	ENSMUSG00000055116
Arntl2	MGI:2684845	ENSMUSG00000040187
Arpc1a	MGI:1928896	ENSMUSG00000029621
Arpc1b	MGI:1343142	ENSMUSG00000029622
Arpc2	MGI:1923959	ENSMUSG00000006304
Arpc3	MGI:1928375	ENSMUSG00000029465
Arpc4	MGI:1915339	ENSMUSG00000079426
Arpc5	MGI:1915021	ENSMUSG00000008475
Arpc5l	MGI:1921442	ENSMUSG00000026755
Arpin	MGI:1917670	ENSMUSG00000039043
Arpp19	MGI:1891691	ENSMUSG00000007656
Arpp21	MGI:107562	ENSMUSG00000032503
Arr3	MGI:2159617	ENSMUSG00000060890
Arrb1	MGI:99473	ENSMUSG00000018909
Arrb2	MGI:99474	ENSMUSG00000060216
Arrdc1	MGI:2446136	ENSMUSG00000026972
Arrdc2	MGI:1918057	ENSMUSG00000002910
Arrdc3	MGI:2145242	ENSMUSG00000074794
Arrdc4	MGI:1913662	ENSMUSG00000042659
Arrdc5	MGI:1924170	ENSMUSG00000073380
Arsa	MGI:88077	ENSMUSG00000022620
Arsb	MGI:88075	ENSMUSG00000042082
Arsg	MGI:1921258	ENSMUSG00000020604
Arsi	MGI:2670959	ENSMUSG00000036412
Arsj	MGI:2443513	ENSMUSG00000046561
Arsk	MGI:1924291	ENSMUSG00000021592
Art1	MGI:107511	ENSMUSG00000030996
Art3	MGI:1202729	ENSMUSG00000034842
Art4	MGI:1202710	ENSMUSG00000030217
Art5	MGI:107948	ENSMUSG00000070424
Artn	MGI:1333791	ENSMUSG00000028539
Arv1	MGI:1916115	ENSMUSG00000031982
Arvcf	MGI:109620	ENSMUSG00000000325
Arx	MGI:1097716	ENSMUSG00000035277
Arxes1	MGI:1923469	ENSMUSG00000048355
Arxes2	MGI:1924226	ENSMUSG00000048040
As3mt	MGI:1929882	ENSMUSG00000003559
Asah1	MGI:1277124	ENSMUSG00000031591
Asah2	MGI:1859310	ENSMUSG00000024887
Asap1	MGI:1342335	ENSMUSG00000022377
Asap2	MGI:2685438	ENSMUSG00000052632
Asap3	MGI:2684986	ENSMUSG00000036995
Asb1	MGI:1929735	ENSMUSG00000026311
Asb10	MGI:2152836	ENSMUSG00000038204
Asb11	MGI:1916104	ENSMUSG00000031382
Asb12	MGI:1917642	ENSMUSG00000031204
Asb13	MGI:2145525	ENSMUSG00000033781
Asb14	MGI:2655107	ENSMUSG00000021898
Asb15	MGI:1926160	ENSMUSG00000029685
Asb16	MGI:2654437	ENSMUSG00000034768
Asb17	MGI:1914022	ENSMUSG00000038997
Asb18	MGI:2655109	ENSMUSG00000067081
Asb2	MGI:1929743	ENSMUSG00000021200
Asb3	MGI:1929749	ENSMUSG00000020305
Asb4	MGI:1929751	ENSMUSG00000042607
Asb5	MGI:1923544	ENSMUSG00000031519
Asb6	MGI:1919573	ENSMUSG00000039483
Asb7	MGI:2152835	ENSMUSG00000030509
Asb8	MGI:1925791	ENSMUSG00000048175
Asb9	MGI:1916549	ENSMUSG00000031384
Ascc1	MGI:1916340	ENSMUSG00000044475
Ascc2	MGI:1922702	ENSMUSG00000020412
Ascc3	MGI:1925237	ENSMUSG00000038774
Ascl1	MGI:96919	ENSMUSG00000020052
Ascl2	MGI:96920	ENSMUSG00000009248
Ascl3	MGI:1928820	ENSMUSG00000035951
Ascl4	MGI:1914591	ENSMUSG00000085111
Ascl5	MGI:2685043	ENSMUSG00000097918
Asf1a	MGI:1913653	ENSMUSG00000019857
Asf1b	MGI:1914179	ENSMUSG00000005470
Asgr1	MGI:88081	ENSMUSG00000020884
Asgr2	MGI:88082	ENSMUSG00000040963
Ash1l	MGI:2183158	ENSMUSG00000028053
Ash2l	MGI:1344416	ENSMUSG00000031575
Asic1	MGI:1194915	ENSMUSG00000023017
Asic2	MGI:1100867	ENSMUSG00000020704
Asic3	MGI:2159339	ENSMUSG00000038276
Asic4	MGI:2652846	ENSMUSG00000033007
Asic5	MGI:1929259	ENSMUSG00000028008
Asl	MGI:88084	ENSMUSG00000025533
Asmt	MGI:96090	ENSMUSG00000093806
Asna1	MGI:1928379	ENSMUSG00000052456
Asns	MGI:1350929	ENSMUSG00000029752
Asnsd1	MGI:1917646	ENSMUSG00000026095
Aspa	MGI:87914	ENSMUSG00000020774
Aspdh	MGI:1915602	ENSMUSG00000038704
Aspg	MGI:2144822	ENSMUSG00000037686
Asph	MGI:1914186	ENSMUSG00000028207
Asphd1	MGI:2685014	ENSMUSG00000046378
Asphd2	MGI:1920148	ENSMUSG00000029348
Aspm	MGI:1334448	ENSMUSG00000033952
Aspn	MGI:1913945	ENSMUSG00000021388
Asprv1	MGI:1915105	ENSMUSG00000033508
Aspscr1	MGI:1916188	ENSMUSG00000025142
Asrgl1	MGI:1913764	ENSMUSG00000024654
Ass1	MGI:88090	ENSMUSG00000076441
Aste1	MGI:1913845	ENSMUSG00000032567
Astl	MGI:3046414	ENSMUSG00000050468
Astn1	MGI:1098567	ENSMUSG00000026587
Astn2	MGI:1889277	ENSMUSG00000028373
Asxl1	MGI:2684063	ENSMUSG00000042548
Asxl2	MGI:1922552	ENSMUSG00000037486
Asxl3	MGI:2685175	ENSMUSG00000045215
Asz1	MGI:1921318	ENSMUSG00000010796
Atad1	MGI:1915229	ENSMUSG00000013662
Atad2	MGI:1917722	ENSMUSG00000022360
Atad2b	MGI:2444798	ENSMUSG00000052812
Atad3a	MGI:1919214	ENSMUSG00000029036
Atad5	MGI:2442925	ENSMUSG00000017550
Atat1	MGI:1913869	ENSMUSG00000024426
Atcay	MGI:2448730	ENSMUSG00000034958
Ate1	MGI:1333870	ENSMUSG00000030850
Atf1	MGI:1298366	ENSMUSG00000023027
Atf2	MGI:109349	ENSMUSG00000027104
Atf3	MGI:109384	ENSMUSG00000026628
Atf4	MGI:88096	ENSMUSG00000042406
Atf5	MGI:2141857	ENSMUSG00000038539
Atf6	MGI:1926157	ENSMUSG00000026663
Atf6b	MGI:105121	ENSMUSG00000015461
Atf7	MGI:2443472	ENSMUSG00000099083
Atf7ip	MGI:1858965	ENSMUSG00000030213
Atf7ip2	MGI:1922579	ENSMUSG00000039200
Atg10	MGI:1914045	ENSMUSG00000021619
Atg101	MGI:1915368	ENSMUSG00000037204
Atg12	MGI:1914776	ENSMUSG00000032905
Atg13	MGI:1196429	ENSMUSG00000027244
Atg14	MGI:1261775	ENSMUSG00000037526
Atg16l1	MGI:1924290	ENSMUSG00000026289
Atg16l2	MGI:1920933	ENSMUSG00000047767
Atg2a	MGI:1916291	ENSMUSG00000024773
Atg2b	MGI:1923809	ENSMUSG00000041341
Atg3	MGI:1915091	ENSMUSG00000022663
Atg4a	MGI:2147903	ENSMUSG00000079418
Atg4b	MGI:1913865	ENSMUSG00000026280
Atg4c	MGI:2651854	ENSMUSG00000028550
Atg4d	MGI:2444308	ENSMUSG00000002820
Atg5	MGI:1277186	ENSMUSG00000038160
Atg7	MGI:1921494	ENSMUSG00000030314
Atg9a	MGI:2138446	ENSMUSG00000033124
Atg9b	MGI:2685420	ENSMUSG00000038295
Atic	MGI:1351352	ENSMUSG00000026192
Atl1	MGI:1921241	ENSMUSG00000021066
Atl2	MGI:1929492	ENSMUSG00000059811
Atl3	MGI:1924270	ENSMUSG00000024759
Atm	MGI:107202	ENSMUSG00000034218
Atmin	MGI:2682328	ENSMUSG00000047388
Atn1	MGI:104725	ENSMUSG00000004263
Atoh1	MGI:104654	ENSMUSG00000073043
Atoh7	MGI:1355553	ENSMUSG00000036816
Atoh8	MGI:1918343	ENSMUSG00000037621
Atox1	MGI:1333855	ENSMUSG00000018585
Atp10a	MGI:1330809	ENSMUSG00000025324
Atp10b	MGI:2442688	ENSMUSG00000055415
Atp11a	MGI:1354735	ENSMUSG00000031441
Atp11b	MGI:1923545	ENSMUSG00000037400
Atp11c	MGI:1859661	ENSMUSG00000062949
Atp12a	MGI:1926943	ENSMUSG00000022229
Atp13a1	MGI:2180801	ENSMUSG00000031862
Atp13a2	MGI:1922022	ENSMUSG00000036622
Atp13a3	MGI:2685387	ENSMUSG00000022533
Atp13a4	MGI:1924456	ENSMUSG00000038094
Atp1a1	MGI:88105	ENSMUSG00000033161
Atp1a2	MGI:88106	ENSMUSG00000007097
Atp1a3	MGI:88107	ENSMUSG00000040907
Atp1a4	MGI:1351335	ENSMUSG00000007107
Atp1b1	MGI:88108	ENSMUSG00000026576
Atp1b2	MGI:88109	ENSMUSG00000041329
Atp1b3	MGI:107788	ENSMUSG00000032412
Atp1b4	MGI:1915071	ENSMUSG00000016327
Atp23	MGI:1916984	ENSMUSG00000025436
Atp2a1	MGI:105058	ENSMUSG00000030730
Atp2a2	MGI:88110	ENSMUSG00000029467
Atp2a3	MGI:1194503	ENSMUSG00000020788
Atp2b1	MGI:104653	ENSMUSG00000019943
Atp2b2	MGI:105368	ENSMUSG00000030302
Atp2b3	MGI:1347353	ENSMUSG00000031376
Atp2b4	MGI:88111	ENSMUSG00000026463
Atp2c1	MGI:1889008	ENSMUSG00000032570
Atp2c2	MGI:1916297	ENSMUSG00000034112
Atp4a	MGI:88113	ENSMUSG00000005553
Atp4b	MGI:88114	ENSMUSG00000031449
Atp5a1	MGI:88115	ENSMUSG00000025428
Atp5b	MGI:107801	ENSMUSG00000025393
Atp5c1	MGI:1261437	ENSMUSG00000025781
Atp5d	MGI:1913293	ENSMUSG00000003072
Atp5e	MGI:1855697	ENSMUSG00000016252
Atp5f1	MGI:1100495	ENSMUSG00000000563
Atp5g1	MGI:107653	ENSMUSG00000006057
Atp5g2	MGI:1915192	ENSMUSG00000062683
Atp5g3	MGI:2442035	ENSMUSG00000018770
Atp5h	MGI:1918929	ENSMUSG00000034566
Atp5j	MGI:107777	ENSMUSG00000022890
Atp5j2	MGI:1927558	ENSMUSG00000038690
Atp5k	MGI:106636	ENSMUSG00000050856
Atp5l	MGI:1351597	ENSMUSG00000038717
Atp5o	MGI:106341	ENSMUSG00000022956
Atp5s	MGI:1915305	ENSMUSG00000054894
Atp6ap1	MGI:109629	ENSMUSG00000019087
Atp6ap1l	MGI:3648665	ENSMUSG00000078958
Atp6ap2	MGI:1917745	ENSMUSG00000031007
Atp6v0a1	MGI:103286	ENSMUSG00000019302
Atp6v0a2	MGI:104855	ENSMUSG00000038023
Atp6v0a4	MGI:2153480	ENSMUSG00000038600
Atp6v0b	MGI:1890510	ENSMUSG00000033379
Atp6v0c	MGI:88116	ENSMUSG00000024121
Atp6v0d1	MGI:1201778	ENSMUSG00000013160
Atp6v0d2	MGI:1924415	ENSMUSG00000028238
Atp6v0e	MGI:1328318	ENSMUSG00000015575
Atp6v0e2	MGI:1923502	ENSMUSG00000039347
Atp6v1a	MGI:1201780	ENSMUSG00000052459
Atp6v1b1	MGI:103285	ENSMUSG00000006269
Atp6v1b2	MGI:109618	ENSMUSG00000006273
Atp6v1c1	MGI:1913585	ENSMUSG00000022295
Atp6v1c2	MGI:1916025	ENSMUSG00000020566
Atp6v1d	MGI:1921084	ENSMUSG00000021114
Atp6v1e1	MGI:894326	ENSMUSG00000019210
Atp6v1e2	MGI:1922165	ENSMUSG00000053375
Atp6v1f	MGI:1913394	ENSMUSG00000004285
Atp6v1g1	MGI:1913540	ENSMUSG00000039105
Atp6v1g2	MGI:1913487	ENSMUSG00000024403
Atp6v1g3	MGI:2450548	ENSMUSG00000026394
Atp6v1h	MGI:1914864	ENSMUSG00000033793
Atp7a	MGI:99400	ENSMUSG00000033792
Atp7b	MGI:103297	ENSMUSG00000006567
Atp8a1	MGI:1330848	ENSMUSG00000037685
Atp8a2	MGI:1354710	ENSMUSG00000021983
Atp8b1	MGI:1859665	ENSMUSG00000039529
Atp8b2	MGI:1859660	ENSMUSG00000060671
Atp8b3	MGI:1914581	ENSMUSG00000003341
Atp8b4	MGI:1859664	ENSMUSG00000060131
Atp8b5	MGI:2444287	ENSMUSG00000028457
Atp9a	MGI:1330826	ENSMUSG00000027546
Atp9b	MGI:1354757	ENSMUSG00000024566
Atpaf1	MGI:2180560	ENSMUSG00000028710
Atpaf2	MGI:2180561	ENSMUSG00000042709
Atpif1	MGI:1196457	ENSMUSG00000054428
Atr	MGI:108028	ENSMUSG00000032409
Atraid	MGI:1918918	ENSMUSG00000013622
Atrip	MGI:1925349	ENSMUSG00000025646
Atrn	MGI:1341628	ENSMUSG00000027312
Atrnl1	MGI:2147749	ENSMUSG00000054843
Atrx	MGI:103067	ENSMUSG00000031229
Atxn1	MGI:104783	ENSMUSG00000046876
Atxn10	MGI:1859293	ENSMUSG00000016541
Atxn1l	MGI:3694797	ENSMUSG00000069895
Atxn2	MGI:1277223	ENSMUSG00000042605
Atxn2l	MGI:2446242	ENSMUSG00000032637
Atxn3	MGI:1099442	ENSMUSG00000021189
Atxn7	MGI:2179277	ENSMUSG00000021738
Atxn7l1	MGI:3584458	ENSMUSG00000020564
Atxn7l2	MGI:1919772	ENSMUSG00000048997
Atxn7l3	MGI:3036270	ENSMUSG00000059995
Atxn7l3b	MGI:1914971	ENSMUSG00000074748
AU015836	MGI:2147954	ENSMUSG00000081044
AU018091	MGI:2142124	ENSMUSG00000054753
AU019823	MGI:2143205	ENSMUSG00000059820
AU021092	MGI:2146559	ENSMUSG00000051669
AU022252	MGI:2140466	ENSMUSG00000078584
AU022751	MGI:2147968	ENSMUSG00000073294
AU040320	MGI:2140475	ENSMUSG00000028830
AU041133	MGI:2143755	ENSMUSG00000078435
Auh	MGI:1338011	ENSMUSG00000021460
Aunip	MGI:1917135	ENSMUSG00000078521
Aup1	MGI:107789	ENSMUSG00000068328
Aurka	MGI:894678	ENSMUSG00000027496
Aurkaip1	MGI:1913327	ENSMUSG00000065990
Aurkb	MGI:107168	ENSMUSG00000020897
Aurkc	MGI:1321119	ENSMUSG00000070837
Auts2	MGI:1919847	ENSMUSG00000029673
Aven	MGI:1921518	ENSMUSG00000003604
Avil	MGI:1333798	ENSMUSG00000025432
Avl9	MGI:1926187	ENSMUSG00000029787
Avp	MGI:88121	ENSMUSG00000037727
Avpi1	MGI:1916784	ENSMUSG00000018821
Avpr1a	MGI:1859216	ENSMUSG00000020123
Avpr1b	MGI:1347010	ENSMUSG00000026432
Avpr2	MGI:88123	ENSMUSG00000031390
AW146154	MGI:2142212	ENSMUSG00000074166
AW209491	MGI:2145422	ENSMUSG00000039182
AW549877	MGI:2146232	ENSMUSG00000041935
AW551984	MGI:2143322	ENSMUSG00000038112
AW554918	MGI:2147376	ENSMUSG00000033632
AW822073	MGI:3034577	ENSMUSG00000058537
Awat2	MGI:3045345	ENSMUSG00000031220
Axdnd1	MGI:1924602	ENSMUSG00000026601
Axin1	MGI:1096327	ENSMUSG00000024182
Axin2	MGI:1270862	ENSMUSG00000000142
Axl	MGI:1347244	ENSMUSG00000002602
AY074887	MGI:3575512	ENSMUSG00000044820
AY358078	MGI:2682312	ENSMUSG00000050961
Azi2	MGI:1351332	ENSMUSG00000039285
Azin1	MGI:1859169	ENSMUSG00000037458
Azin2	MGI:2442093	ENSMUSG00000028789
B020004C17Rik	MGI:3588236	ENSMUSG00000096144
B020004J07Rik	MGI:3588238	ENSMUSG00000035201
B230118H07Rik	MGI:1915420	ENSMUSG00000027165
B230217C12Rik	MGI:1915377	ENSMUSG00000050538
B230219D22Rik	MGI:1925771	ENSMUSG00000045767
B230307C23Rik	MGI:3643396	ENSMUSG00000080717
B230359F08Rik	MGI:3026946	ENSMUSG00000087666
B2m	MGI:88127	ENSMUSG00000060802
B3galnt1	MGI:1349405	ENSMUSG00000043300
B3galnt2	MGI:2145517	ENSMUSG00000039242
B3galt1	MGI:1349403	ENSMUSG00000034780
B3galt2	MGI:1349461	ENSMUSG00000033849
B3galt4	MGI:1859517	ENSMUSG00000067370
B3galt5	MGI:2136878	ENSMUSG00000074892
B3galt6	MGI:2152819	ENSMUSG00000050796
B3gat1	MGI:1924148	ENSMUSG00000045994
B3gat2	MGI:2389490	ENSMUSG00000026156
B3gat3	MGI:1919977	ENSMUSG00000071649
B3glct	MGI:2685903	ENSMUSG00000051950
B3gnt2	MGI:1889505	ENSMUSG00000051650
B3gnt3	MGI:2152535	ENSMUSG00000031803
B3gnt4	MGI:2680208	ENSMUSG00000029431
B3gnt5	MGI:2137302	ENSMUSG00000022686
B3gnt6	MGI:3039603	ENSMUSG00000074004
B3gnt7	MGI:2384394	ENSMUSG00000079445
B3gnt8	MGI:2385269	ENSMUSG00000059479
B3gnt9	MGI:2142841	ENSMUSG00000069920
B3gntl1	MGI:2441705	ENSMUSG00000046605
B430203G13Rik	MGI:3642832	ENSMUSG00000067356
B430306N03Rik	MGI:2443478	ENSMUSG00000043740
B4galnt1	MGI:1342057	ENSMUSG00000006731
B4galnt2	MGI:1342058	ENSMUSG00000013418
B4galnt3	MGI:3041155	ENSMUSG00000041372
B4galnt4	MGI:2652891	ENSMUSG00000055629
B4galt1	MGI:95705	ENSMUSG00000028413
B4galt2	MGI:1858493	ENSMUSG00000028541
B4galt3	MGI:1928767	ENSMUSG00000052423
B4galt4	MGI:1928387	ENSMUSG00000022793
B4galt5	MGI:1927169	ENSMUSG00000017929
B4galt6	MGI:1928380	ENSMUSG00000056124
B4galt7	MGI:2384987	ENSMUSG00000021504
B4gat1	MGI:1919680	ENSMUSG00000047379
B630019K06Rik	MGI:2147918	ENSMUSG00000052364
B9d1	MGI:1351471	ENSMUSG00000001039
B9d2	MGI:2387643	ENSMUSG00000063439
Baalc	MGI:1928704	ENSMUSG00000022296
Baat	MGI:106642	ENSMUSG00000039653
Babam1	MGI:1915501	ENSMUSG00000031820
Babam2	MGI:1333875	ENSMUSG00000052139
Bace1	MGI:1346542	ENSMUSG00000032086
Bace2	MGI:1860440	ENSMUSG00000040605
Bach1	MGI:894680	ENSMUSG00000025612
Bach2	MGI:894679	ENSMUSG00000040270
Bad	MGI:1096330	ENSMUSG00000024959
Bag1	MGI:108047	ENSMUSG00000028416
Bag2	MGI:1891254	ENSMUSG00000042215
Bag3	MGI:1352493	ENSMUSG00000030847
Bag4	MGI:1914634	ENSMUSG00000037316
Bag5	MGI:1917619	ENSMUSG00000049792
Bag6	MGI:1919439	ENSMUSG00000024392
Bahcc1	MGI:2679272	ENSMUSG00000039741
Bahd1	MGI:2139371	ENSMUSG00000040007
Baiap2	MGI:2137336	ENSMUSG00000025372
Baiap2l1	MGI:1914148	ENSMUSG00000038859
Baiap2l2	MGI:2652819	ENSMUSG00000018126
Baiap3	MGI:2685783	ENSMUSG00000047507
Bak1	MGI:1097161	ENSMUSG00000057789
Bambi	MGI:1915260	ENSMUSG00000024232
Banf1	MGI:1346330	ENSMUSG00000024844
Banf2	MGI:2684961	ENSMUSG00000037307
Bank1	MGI:2442120	ENSMUSG00000037922
Banp	MGI:1889023	ENSMUSG00000025316
Bap1	MGI:1206586	ENSMUSG00000021901
Bard1	MGI:1328361	ENSMUSG00000026196
Barhl1	MGI:1859288	ENSMUSG00000026805
Barhl2	MGI:1859314	ENSMUSG00000034384
Barx1	MGI:103124	ENSMUSG00000021381
Barx2	MGI:109617	ENSMUSG00000032033
Basp1	MGI:1917600	ENSMUSG00000045763
Batf	MGI:1859147	ENSMUSG00000034266
Batf2	MGI:1921731	ENSMUSG00000039699
Batf3	MGI:1925491	ENSMUSG00000026630
Bax	MGI:99702	ENSMUSG00000003873
Baz1a	MGI:1309478	ENSMUSG00000035021
Baz1b	MGI:1353499	ENSMUSG00000002748
Baz2a	MGI:2151152	ENSMUSG00000040054
Baz2b	MGI:2442782	ENSMUSG00000026987
BB014433	MGI:2142823	ENSMUSG00000049008
Bbc3	MGI:2181667	ENSMUSG00000002083
Bbip1	MGI:1913610	ENSMUSG00000084957
Bbof1	MGI:1920123	ENSMUSG00000057265
Bbox1	MGI:1891372	ENSMUSG00000041660
Bbs1	MGI:1277215	ENSMUSG00000006464
Bbs10	MGI:1919019	ENSMUSG00000035759
Bbs12	MGI:2686651	ENSMUSG00000051444
Bbs2	MGI:2135267	ENSMUSG00000031755
Bbs4	MGI:2143311	ENSMUSG00000025235
Bbs5	MGI:1919819	ENSMUSG00000063145
Bbs7	MGI:1918742	ENSMUSG00000037325
Bbs9	MGI:2442833	ENSMUSG00000035919
Bbx	MGI:1917758	ENSMUSG00000022641
BC003331	MGI:2385108	ENSMUSG00000006010
BC003965	MGI:2670966	ENSMUSG00000067722
BC004004	MGI:2136782	ENSMUSG00000052712
BC005537	MGI:2441726	ENSMUSG00000019132
BC005561	MGI:3040669	ENSMUSG00000079065
BC005624	MGI:2385132	ENSMUSG00000026851
BC016579	MGI:2384848	ENSMUSG00000033187
BC017158	MGI:2384572	ENSMUSG00000030780
BC017643	MGI:2384959	ENSMUSG00000039294
BC022687	MGI:2443738	ENSMUSG00000037594
BC024139	MGI:2442591	ENSMUSG00000044361
BC024978	MGI:3041247	ENSMUSG00000078786
BC025446	MGI:2385015	ENSMUSG00000047728
BC025920	MGI:2670983	ENSMUSG00000074862
BC028528	MGI:2385885	ENSMUSG00000038543
BC030336	MGI:2446240	ENSMUSG00000046096
BC030499	MGI:2652869	ENSMUSG00000037593
BC030500	MGI:2447770	ENSMUSG00000049946
BC030867	MGI:2387601	ENSMUSG00000034773
BC031181	MGI:3039614	ENSMUSG00000036299
BC034090	MGI:2672904	ENSMUSG00000033722
BC035044	MGI:2448540	ENSMUSG00000090164
BC035947	MGI:2652858	ENSMUSG00000090486
BC037034	MGI:2385896	ENSMUSG00000036948
BC048403	MGI:2670984	ENSMUSG00000053684
BC048502	MGI:2652828	ENSMUSG00000053508
BC048507	MGI:3040680	ENSMUSG00000064063
BC048679	MGI:3510776	ENSMUSG00000061877
BC049352	MGI:3040681	ENSMUSG00000091996
BC049715	MGI:3605234	ENSMUSG00000047515
BC049762	MGI:3039622	ENSMUSG00000045942
BC051019	MGI:1928824	ENSMUSG00000031022
BC051142	MGI:3039565	ENSMUSG00000057246
BC052040	MGI:3026886	ENSMUSG00000040282
BC053393	MGI:3039605	ENSMUSG00000046974
BC055324	MGI:3590554	ENSMUSG00000041406
BC061237	MGI:2682320	ENSMUSG00000072145
BC067074	MGI:3040697	ENSMUSG00000021763
BC106179	MGI:3702726	ENSMUSG00000045231
BC107364	MGI:3618860	ENSMUSG00000046317
Bcam	MGI:1929940	ENSMUSG00000002980
Bcan	MGI:1096385	ENSMUSG00000004892
Bcap29	MGI:101917	ENSMUSG00000020650
Bcap31	MGI:1350933	ENSMUSG00000002015
Bcar1	MGI:108091	ENSMUSG00000031955
Bcar3	MGI:1352501	ENSMUSG00000028121
Bcas1	MGI:1924210	ENSMUSG00000013523
Bcas2	MGI:1915433	ENSMUSG00000005687
Bcas3	MGI:2385848	ENSMUSG00000059439
Bcat1	MGI:104861	ENSMUSG00000030268
Bcat2	MGI:1276534	ENSMUSG00000030826
Bccip	MGI:1913415	ENSMUSG00000030983
Bcdin3d	MGI:1922534	ENSMUSG00000037525
Bche	MGI:894278	ENSMUSG00000027792
Bckdha	MGI:107701	ENSMUSG00000060376
Bckdhb	MGI:88137	ENSMUSG00000032263
Bckdk	MGI:1276121	ENSMUSG00000030802
